#group,false,false,false,false,false,false,true,false,false
#datatype,string,long,string,string,string,string,string,string,string
#default,_result,,,,,,,,
,result,table,direction_entry,direction_exit,entered_time,exit_time,vehicle_id,vehicle_type_entry,vehicle_type_exit
,,220,East,South,2025-05-17T04:52:55.962000000Z,2025-05-17T04:52:58.635000000Z,1348,car,car
,,221,East,,2025-05-17T04:07:09.215000000Z,,135,car,
,,221,South,,2025-05-17T06:23:14.785000000Z,,135,car,
,,222,East,South,2025-05-17T07:34:00.638000000Z,2025-05-17T07:34:03.729000000Z,1350,truck,bus
,,223,East,South,2025-05-17T07:34:17.160000000Z,2025-05-17T07:34:19.939000000Z,1351,car,car
,,224,South,South,2025-05-17T04:53:14.972000000Z,2025-05-17T04:53:12.512000000Z,1354,car,car
,,224,South,,2025-05-17T07:34:18.339000000Z,,1354,car,
,,225,,North,,2025-05-17T07:34:16.009000000Z,1356,,car
,,226,,South,,2025-05-17T09:47:37.800000000Z,1359,,car
,,226,North,South,2025-05-17T07:34:36.181000000Z,2025-05-17T07:34:40.666000000Z,1359,car,car
,,227,South,East,2025-05-17T03:46:09.201000000Z,2025-05-17T03:46:15.775000000Z,136,car,car
,,228,,South,,2025-05-17T07:34:44.250000000Z,1360,,truck
,,228,North,,2025-05-17T04:53:26.226000000Z,,1360,car,
,,229,,South,,2025-05-17T09:47:32.118000000Z,1363,,car
,,230,East,,2025-05-17T04:53:34.006000000Z,,1364,car,
,,231,East,,2025-05-17T07:34:55.117000000Z,,1367,car,
,,232,,South,,2025-05-17T04:53:30.065000000Z,1368,,car
,,233,,North,,2025-05-17T07:34:57.839000000Z,1369,,car
,,234,,West,,2025-05-17T02:33:54.973000000Z,137,,car
,,234,,East,,2025-05-17T03:54:53.094000000Z,137,,truck
,,234,,East,,2025-05-17T03:46:10.333000000Z,137,,truck
,,234,East,,2025-05-17T02:17:42.297000000Z,,137,car,
,,234,South,North,2025-05-17T04:07:06.080000000Z,2025-05-17T04:07:10.349000000Z,137,car,car
,,235,East,,2025-05-17T07:35:06.704000000Z,,1370,car,
,,236,North,South,2025-05-17T07:35:04.672000000Z,2025-05-17T07:35:11.655000000Z,1372,car,car
,,237,East,,2025-05-17T09:47:52.722000000Z,,1373,car,
,,238,East,,2025-05-17T04:53:42.911000000Z,,1374,car,
,,239,East,,2025-05-17T04:07:19.767000000Z,,138,car,
,,239,North,West,2025-05-17T06:22:55.262000000Z,2025-05-17T06:22:58.640000000Z,138,car,car
,,240,East,,2025-05-17T09:48:49.589000000Z,,1380,car,
,,241,East,South,2025-05-17T04:53:49.275000000Z,2025-05-17T04:53:54.939000000Z,1381,car,car
,,242,,South,,2025-05-17T04:53:41.283000000Z,1382,,car
,,243,,North,,2025-05-17T07:36:01.224000000Z,1383,,car
,,243,South,North,2025-05-17T07:35:57.874000000Z,2025-05-17T09:48:41.244000000Z,1383,car,
,,243,East,,2025-05-17T09:48:38.567000000Z,,1383,car,car
,,244,East,,2025-05-17T09:48:42.822000000Z,,1384,car,
,,245,South,East,2025-05-17T07:36:12.670000000Z,2025-05-17T07:36:13.711000000Z,1386,car,car
,,245,South,,2025-05-17T09:48:53.632000000Z,,1386,car,
,,246,East,,2025-05-17T09:48:46.118000000Z,,1387,car,
,,247,North,South,2025-05-17T07:36:14.243000000Z,2025-05-17T07:36:18.899000000Z,1388,car,car
,,248,East,South,2025-05-17T04:53:56.930000000Z,2025-05-17T04:53:58.508000000Z,1389,car,car
,,249,East,,2025-05-17T02:17:45.620000000Z,,139,car,
,,250,East,,2025-05-17T09:48:57.285000000Z,,1390,car,
,,251,South,North,2025-05-17T07:36:31.716000000Z,2025-05-17T07:36:35.540000000Z,1393,truck,truck
,,252,South,,2025-05-17T07:36:43.368000000Z,,1394,car,
,,253,,North,,2025-05-17T07:36:50.049000000Z,1396,,car
,,254,,North,,2025-05-17T09:48:57.949000000Z,1397,,car
,,254,South,North,2025-05-17T07:36:48.770000000Z,2025-05-17T07:36:53.592000000Z,1397,car,truck
,,255,South,,2025-05-17T07:36:54.662000000Z,,1399,car,
,,256,,East,,2025-05-17T02:43:30.636000000Z,14,,car
,,256,South,North,2025-05-17T03:37:49.988000000Z,2025-05-17T04:02:36.823000000Z,14,car,
,,256,South,South,2025-05-17T04:02:32.659000000Z,2025-05-17T06:16:58.091000000Z,14,car,car
,,256,North,,2025-05-17T06:16:53.218000000Z,,14,car,car
,,257,,North,,2025-05-17T05:31:00.196000000Z,140,,car
,,257,East,,2025-05-17T02:50:32.639000000Z,,140,car,
,,257,South,,2025-05-17T03:16:15.825000000Z,,140,car,
,,257,South,,2025-05-17T05:30:55.003000000Z,,140,car,
,,257,East,,2025-05-17T06:23:13.578000000Z,,140,car,
,,258,East,,2025-05-17T04:54:23.160000000Z,,1404,car,
,,258,East,South,2025-05-17T09:49:15.605000000Z,2025-05-17T09:49:17.173000000Z,1404,car,car
,,259,North,East,2025-05-17T07:37:32.744000000Z,2025-05-17T07:37:34.255000000Z,1405,car,car
,,260,East,,2025-05-17T04:54:28.389000000Z,,1406,car,
,,260,East,,2025-05-17T09:49:23.702000000Z,,1406,car,
,,261,South,East,2025-05-17T07:37:44.919000000Z,2025-05-17T07:37:46.458000000Z,1408,car,car
,,262,South,,2025-05-17T04:54:35.019000000Z,,1409,car,
,,263,,East,,2025-05-17T06:23:08.007000000Z,141,,car
,,263,South,North,2025-05-17T04:07:12.479000000Z,2025-05-17T04:07:17.447000000Z,141,car,car
,,264,East,,2025-05-17T09:49:19.288000000Z,,1411,car,
,,265,East,,2025-05-17T04:54:42.623000000Z,,1412,car,
,,265,East,,2025-05-17T09:49:31.478000000Z,,1412,truck,
,,266,East,,2025-05-17T04:54:50.495000000Z,,1414,motorcycle,
,,267,South,North,2025-05-17T04:54:49.331000000Z,2025-05-17T04:54:56.798000000Z,1415,car,car
,,268,East,,2025-05-17T09:49:30.907000000Z,,1417,truck,
,,269,,South,,2025-05-17T04:54:52.230000000Z,1420,,car
,,270,East,South,2025-05-17T09:49:37.515000000Z,2025-05-17T09:49:41.111000000Z,1421,car,car
,,271,South,South,2025-05-17T07:38:40.235000000Z,2025-05-17T07:38:40.734000000Z,1424,bus,bus
,,272,South,North,2025-05-17T04:55:01.171000000Z,2025-05-17T04:55:05.090000000Z,1425,car,car
,,272,East,North,2025-05-17T07:38:56.601000000Z,2025-05-17T09:49:52.624000000Z,1425,car,
,,272,South,,2025-05-17T09:49:44.991000000Z,,1425,car,car
,,273,South,East,2025-05-17T04:55:10.306000000Z,2025-05-17T04:55:13.050000000Z,1426,car,car
,,274,East,,2025-05-17T07:39:04.135000000Z,,1427,car,
,,274,South,,2025-05-17T09:49:57.898000000Z,,1427,car,
,,275,East,,2025-05-17T04:55:16.681000000Z,,1429,car,
,,276,,East,,2025-05-17T09:50:00.660000000Z,1430,,car
,,276,East,,2025-05-17T09:49:54.961000000Z,,1430,car,
,,277,,East,,2025-05-17T09:49:49.132000000Z,1431,,motorcycle
,,277,North,South,2025-05-17T04:55:17.225000000Z,2025-05-17T04:55:23.667000000Z,1431,car,car
,,278,South,East,2025-05-17T07:39:07.824000000Z,2025-05-17T07:39:09.844000000Z,1432,car,car
,,279,North,East,2025-05-17T04:55:24.824000000Z,2025-05-17T04:55:26.555000000Z,1437,car,car
,,279,South,,2025-05-17T07:39:16.676000000Z,,1437,car,
,,280,East,,2025-05-17T04:55:33.530000000Z,,1438,car,
,,281,South,East,2025-05-17T02:18:32.215000000Z,2025-05-17T02:18:34.771000000Z,144,car,car
,,281,East,North,2025-05-17T02:50:41.352000000Z,2025-05-17T08:50:49.990000000Z,144,car,
,,281,East,,2025-05-17T08:50:46.267000000Z,,144,car,car
,,282,North,East,2025-05-17T04:55:30.330000000Z,2025-05-17T04:55:31.930000000Z,1441,car,car
,,283,South,North,2025-05-17T04:55:40.985000000Z,2025-05-17T04:55:46.723000000Z,1442,truck,truck
,,283,South,,2025-05-17T09:50:00.660000000Z,,1442,car,
,,284,North,,2025-05-17T09:50:06.586000000Z,,1446,car,
,,285,East,South,2025-05-17T09:50:12.737000000Z,2025-05-17T09:50:14.388000000Z,1449,car,car
,,286,,South,,2025-05-17T02:50:38.279000000Z,145,,car
,,286,,East,,2025-05-17T03:16:26.749000000Z,145,,car
,,286,North,South,2025-05-17T04:07:15.124000000Z,2025-05-17T04:07:19.767000000Z,145,car,car
,,286,North,South,2025-05-17T05:31:12.620000000Z,2025-05-17T05:31:16.632000000Z,145,car,car
,,287,South,South,2025-05-17T07:40:18.811000000Z,2025-05-17T07:40:19.303000000Z,1453,bus,bus
,,288,North,,2025-05-17T07:40:37.184000000Z,,1454,car,
,,289,,South,,2025-05-17T07:40:40.411000000Z,1455,,car
,,290,South,East,2025-05-17T09:50:29.107000000Z,2025-05-17T09:50:32.156000000Z,1458,car,car
,,291,North,South,2025-05-17T07:40:49.974000000Z,2025-05-17T07:40:54.138000000Z,1459,car,car
,,292,South,South,2025-05-17T09:50:46.399000000Z,2025-05-17T09:50:46.937000000Z,1460,truck,truck
,,293,North,South,2025-05-17T07:40:54.138000000Z,2025-05-17T07:40:58.805000000Z,1461,car,car
,,293,South,East,2025-05-17T09:50:55.460000000Z,2025-05-17T09:50:57.039000000Z,1461,car,car
,,294,,East,,2025-05-17T09:51:10.610000000Z,1464,,car
,,294,East,South,2025-05-17T07:41:25.533000000Z,2025-05-17T07:41:28.011000000Z,1464,car,car
,,295,South,South,2025-05-17T07:41:32.879000000Z,2025-05-17T07:41:33.902000000Z,1466,truck,bus
,,296,South,South,2025-05-17T07:41:38.237000000Z,2025-05-17T07:41:40.247000000Z,1467,car,car
,,297,East,,2025-05-17T04:56:19.948000000Z,,1469,car,
,,298,South,East,2025-05-17T03:16:35.338000000Z,2025-05-17T03:16:45.600000000Z,147,car,car
,,298,East,South,2025-05-17T05:31:35.185000000Z,2025-05-17T05:31:38.865000000Z,147,car,car
,,299,,South,,2025-05-17T09:51:22.283000000Z,1470,,car
,,299,East,North,2025-05-17T07:41:54.372000000Z,2025-05-17T07:41:59.514000000Z,1470,truck,car
,,300,South,,2025-05-17T07:41:55.479000000Z,,1473,car,
,,301,North,,2025-05-17T04:56:44.229000000Z,,1474,car,
,,302,East,South,2025-05-17T04:56:53.888000000Z,2025-05-17T04:56:58.065000000Z,1476,car,car
,,303,,South,,2025-05-17T09:52:01.698000000Z,1477,,car
,,303,North,East,2025-05-17T04:56:49.206000000Z,2025-05-17T07:42:14.563000000Z,1477,car,
,,303,North,,2025-05-17T07:42:13.084000000Z,,1477,car,car
,,303,North,,2025-05-17T09:51:57.290000000Z,,1477,car,
,,304,South,,2025-05-17T04:56:50.485000000Z,,1479,car,
,,305,South,South,2025-05-17T07:42:41.560000000Z,2025-05-17T07:42:42.075000000Z,1482,truck,bus
,,305,South,,2025-05-17T09:52:05.947000000Z,,1482,car,
,,306,East,,2025-05-17T07:42:54.046000000Z,,1483,car,
,,306,North,,2025-05-17T09:52:04.894000000Z,,1483,car,
,,307,,South,,2025-05-17T07:43:07.015000000Z,1484,,bus
,,308,East,,2025-05-17T07:43:03.520000000Z,,1486,bus,
,,309,,East,,2025-05-17T04:57:07.843000000Z,1488,,car
,,310,,West,,2025-05-17T02:34:10.288000000Z,149,,car
,,311,East,South,2025-05-17T09:52:26.793000000Z,2025-05-17T09:52:29.464000000Z,1490,car,car
,,312,East,,2025-05-17T04:57:11.985000000Z,,1491,car,
,,313,East,,2025-05-17T09:52:31.078000000Z,,1492,car,
,,314,North,South,2025-05-17T04:57:13.132000000Z,2025-05-17T04:57:17.833000000Z,1493,car,car
,,315,,South,,2025-05-17T07:43:11.970000000Z,1495,,car
,,316,East,South,2025-05-17T04:57:28.755000000Z,2025-05-17T04:57:31.947000000Z,1497,car,car
,,317,East,,2025-05-17T09:52:41.373000000Z,,1499,car,
,,318,East,,2025-05-17T02:06:24.160000000Z,,15,car,
,,318,South,East,2025-05-17T02:43:33.143000000Z,2025-05-17T02:43:36.814000000Z,15,bus,bus
,,318,South,,2025-05-17T04:02:40.339000000Z,,15,car,
,,319,North,South,2025-05-17T04:07:39.054000000Z,2025-05-17T04:07:42.516000000Z,150,car,car
,,319,North,South,2025-05-17T05:31:28.219000000Z,2025-05-17T05:31:33.131000000Z,150,car,car
,,320,South,,2025-05-17T04:57:36.137000000Z,,1500,car,
,,320,East,,2025-05-17T09:52:35.955000000Z,,1500,car,
,,321,East,,2025-05-17T04:57:45.117000000Z,,1501,bus,
,,321,North,,2025-05-17T07:43:23.268000000Z,,1501,car,
,,322,South,,2025-05-17T04:57:46.653000000Z,,1502,car,
,,322,North,,2025-05-17T07:43:31.961000000Z,,1502,truck,
,,323,East,South,2025-05-17T07:43:40.969000000Z,2025-05-17T07:43:43.411000000Z,1503,car,car
,,324,East,South,2025-05-17T09:53:00.160000000Z,2025-05-17T09:53:08.330000000Z,1505,car,car
,,325,,North,,2025-05-17T09:53:02.594000000Z,1506,,car
,,325,East,,2025-05-17T04:58:01.125000000Z,,1506,car,
,,325,South,,2025-05-17T09:52:55.312000000Z,,1506,car,
,,326,East,,2025-05-17T04:58:20.526000000Z,,1508,car,
,,326,South,,2025-05-17T09:53:02.594000000Z,,1508,car,
,,327,East,,2025-05-17T03:55:38.308000000Z,,151,car,
,,327,South,,2025-05-17T06:24:02.302000000Z,,151,car,
,,327,South,,2025-05-17T08:51:50.418000000Z,,151,car,
,,328,East,,2025-05-17T04:58:05.839000000Z,,1511,car,
,,328,North,East,2025-05-17T07:43:53.281000000Z,2025-05-17T07:43:54.965000000Z,1511,car,car
,,329,,East,,2025-05-17T04:58:04.708000000Z,1513,,car
,,330,North,South,2025-05-17T07:44:07.015000000Z,2025-05-17T07:44:11.814000000Z,1515,car,car
,,331,East,,2025-05-17T09:53:11.561000000Z,,1520,car,
,,332,North,South,2025-05-17T07:45:07.172000000Z,2025-05-17T07:45:10.854000000Z,1521,car,car
,,332,East,,2025-05-17T09:53:14.238000000Z,,1521,car,
,,333,North,,2025-05-17T04:58:27.275000000Z,,1522,car,
,,333,East,South,2025-05-17T09:53:21.061000000Z,2025-05-17T09:53:25.642000000Z,1522,car,car
,,334,East,South,2025-05-17T04:58:28.353000000Z,2025-05-17T04:58:30.468000000Z,1525,car,car
,,334,East,,2025-05-17T07:45:28.313000000Z,,1525,truck,
,,335,South,North,2025-05-17T07:45:39.782000000Z,2025-05-17T07:45:44.123000000Z,1527,car,car
,,335,South,South,2025-05-17T09:53:38.485000000Z,2025-05-17T09:53:38.994000000Z,1527,bus,bus
,,336,South,,2025-05-17T04:58:30.995000000Z,,1528,car,
,,336,East,,2025-05-17T07:45:32.125000000Z,,1528,car,
,,337,,East,,2025-05-17T03:16:37.775000000Z,153,,car
,,338,,South,,2025-05-17T09:53:56.351000000Z,1530,,car
,,339,East,South,2025-05-17T04:58:40.575000000Z,2025-05-17T04:58:42.796000000Z,1532,car,car
,,340,South,,2025-05-17T07:45:53.876000000Z,,1533,car,
,,340,North,South,2025-05-17T09:53:41.076000000Z,2025-05-17T09:53:46.312000000Z,1533,car,car
,,341,East,South,2025-05-17T04:58:54.452000000Z,2025-05-17T04:58:56.627000000Z,1534,car,car
,,342,East,,2025-05-17T04:58:56.627000000Z,,1535,motorcycle,
,,343,North,South,2025-05-17T09:53:45.129000000Z,2025-05-17T09:53:49.674000000Z,1536,car,car
,,344,East,South,2025-05-17T07:46:29.918000000Z,2025-05-17T07:46:33.632000000Z,1537,car,car
,,344,East,,2025-05-17T09:53:50.802000000Z,,1537,car,
,,345,East,,2025-05-17T09:53:55.247000000Z,,1538,car,
,,346,,North,,2025-05-17T07:46:40.111000000Z,1539,,motorcycle
,,347,,West,,2025-05-17T02:34:18.099000000Z,154,,truck
,,347,South,,2025-05-17T05:31:37.763000000Z,,154,car,
,,347,North,,2025-05-17T08:51:52.041000000Z,,154,car,
,,348,,South,,2025-05-17T07:46:28.835000000Z,1542,,car
,,349,North,South,2025-05-17T07:46:30.522000000Z,2025-05-17T07:46:36.936000000Z,1543,car,car
,,350,,South,,2025-05-17T04:58:52.352000000Z,1545,,bus
,,351,South,,2025-05-17T04:59:02.162000000Z,,1548,car,
,,352,West,,2025-05-17T03:55:37.209000000Z,,155,car,
,,352,South,South,2025-05-17T05:31:41.049000000Z,2025-05-17T05:31:43.817000000Z,155,car,car
,,352,South,South,2025-05-17T06:24:08.120000000Z,2025-05-17T06:24:08.601000000Z,155,car,bus
,,353,North,South,2025-05-17T04:59:07.983000000Z,2025-05-17T04:59:12.761000000Z,1552,car,car
,,354,North,,2025-05-17T04:59:20.407000000Z,,1553,car,
,,355,South,,2025-05-17T09:54:43.146000000Z,,1556,car,
,,356,East,,2025-05-17T07:47:10.645000000Z,,1557,car,
,,357,South,South,2025-05-17T04:59:23.917000000Z,2025-05-17T04:59:44.631000000Z,1559,car,car
,,358,,East,,2025-05-17T03:16:59.134000000Z,156,,car
,,358,East,,2025-05-17T06:24:23.118000000Z,,156,truck,
,,359,East,North,2025-05-17T07:47:24.917000000Z,2025-05-17T07:47:28.513000000Z,1562,car,car
,,360,North,South,2025-05-17T04:59:51.750000000Z,2025-05-17T04:59:54.862000000Z,1563,car,car
,,361,East,South,2025-05-17T07:47:24.917000000Z,2025-05-17T07:47:31.195000000Z,1566,truck,bus
,,361,East,,2025-05-17T09:55:03.933000000Z,,1566,car,
,,362,East,South,2025-05-17T05:00:24.266000000Z,2025-05-17T05:00:27.325000000Z,1567,car,car
,,363,South,South,2025-05-17T05:00:49.853000000Z,2025-05-17T05:00:55.395000000Z,1568,car,car
,,364,,North,,2025-05-17T05:00:36.980000000Z,1569,,car
,,364,East,,2025-05-17T07:47:53.698000000Z,,1569,car,
,,365,North,,2025-05-17T04:07:43.717000000Z,,157,car,
,,365,South,East,2025-05-17T08:52:39.432000000Z,2025-05-17T08:52:41.018000000Z,157,car,car
,,366,East,,2025-05-17T09:55:12.889000000Z,,1570,motorcycle,
,,367,South,North,2025-05-17T05:00:45.565000000Z,2025-05-17T05:00:51.104000000Z,1572,car,car
,,368,North,,2025-05-17T07:47:48.829000000Z,,1575,car,
,,369,North,South,2025-05-17T09:55:21.124000000Z,2025-05-17T09:55:24.741000000Z,1577,car,car
,,370,East,,2025-05-17T09:55:26.942000000Z,,1578,truck,
,,371,,South,,2025-05-17T03:17:08.025000000Z,158,,car
,,371,North,,2025-05-17T05:31:37.236000000Z,,158,car,
,,372,East,,2025-05-17T09:55:38.620000000Z,,1580,car,
,,373,East,,2025-05-17T07:48:13.382000000Z,,1581,car,
,,374,South,East,2025-05-17T09:55:46.551000000Z,2025-05-17T09:55:49.859000000Z,1582,car,car
,,375,East,,2025-05-17T09:55:43.674000000Z,,1583,car,
,,376,East,,2025-05-17T05:01:10.991000000Z,,1584,motorcycle,
,,377,,South,,2025-05-17T05:01:01.039000000Z,1585,,car
,,377,East,,2025-05-17T05:00:57.203000000Z,,1585,car,
,,378,East,,2025-05-17T07:48:17.984000000Z,,1587,car,
,,379,South,North,2025-05-17T09:55:50.418000000Z,2025-05-17T09:55:54.245000000Z,1588,car,car
,,380,,North,,2025-05-17T05:00:55.395000000Z,1589,,car
,,380,East,South,2025-05-17T09:56:01.517000000Z,2025-05-17T09:56:03.636000000Z,1589,car,car
,,381,,East,,2025-05-17T02:51:11.459000000Z,159,,truck
,,381,North,South,2025-05-17T03:17:03.222000000Z,2025-05-17T03:17:12.279000000Z,159,car,truck
,,382,North,,2025-05-17T07:48:32.364000000Z,,1590,car,
,,383,South,,2025-05-17T09:55:54.953000000Z,,1591,truck,
,,384,,East,,2025-05-17T07:48:44.111000000Z,1592,,car
,,384,,South,,2025-05-17T09:55:59.812000000Z,1592,,car
,,385,,East,,2025-05-17T07:49:18.054000000Z,1595,,car
,,386,South,East,2025-05-17T05:01:30.118000000Z,2025-05-17T05:01:34.151000000Z,1596,car,car
,,386,South,South,2025-05-17T07:49:21.188000000Z,2025-05-17T07:49:22.248000000Z,1596,bus,bus
,,387,South,South,2025-05-17T09:56:13.427000000Z,2025-05-17T09:56:17.786000000Z,1598,car,car
,,388,,East,,2025-05-17T02:51:28.362000000Z,160,,car
,,388,East,,2025-05-17T08:52:54.153000000Z,,160,car,
,,389,East,,2025-05-17T07:50:08.223000000Z,,1602,car,
,,390,,North,,2025-05-17T09:56:21.737000000Z,1603,,car
,,391,South,North,2025-05-17T07:50:32.914000000Z,2025-05-17T07:50:36.733000000Z,1605,car,car
,,392,North,South,2025-05-17T05:01:21.723000000Z,2025-05-17T05:01:24.588000000Z,1606,car,car
,,393,South,South,2025-05-17T09:56:36.036000000Z,2025-05-17T09:56:35.390000000Z,1607,car,bus
,,394,,North,,2025-05-17T07:51:09.070000000Z,1609,,car
,,394,South,,2025-05-17T07:50:52.674000000Z,,1609,car,
,,395,,West,,2025-05-17T02:34:35.462000000Z,161,,car
,,395,,North,,2025-05-17T05:31:43.817000000Z,161,,car
,,396,South,East,2025-05-17T09:56:45.868000000Z,2025-05-17T09:56:47.521000000Z,1611,car,car
,,397,,South,,2025-05-17T05:01:29.072000000Z,1616,,car
,,397,East,,2025-05-17T09:56:40.859000000Z,,1616,car,
,,398,South,,2025-05-17T07:51:04.076000000Z,,1619,car,
,,399,,East,,2025-05-17T03:17:12.279000000Z,162,,truck
,,399,South,East,2025-05-17T02:19:35.676000000Z,2025-05-17T02:19:39.523000000Z,162,car,car
,,399,South,,2025-05-17T02:34:38.001000000Z,,162,car,
,,400,East,South,2025-05-17T05:01:45.893000000Z,2025-05-17T05:01:50.027000000Z,1623,car,car
,,401,,North,,2025-05-17T09:57:02.430000000Z,1625,,car
,,401,South,,2025-05-17T09:56:57.920000000Z,,1625,car,
,,402,East,,2025-05-17T05:01:56.480000000Z,,1627,car,
,,402,South,,2025-05-17T07:51:39.435000000Z,,1627,car,
,,403,North,South,2025-05-17T05:01:50.027000000Z,2025-05-17T05:01:55.960000000Z,1628,car,car
,,404,,East,,2025-05-17T03:55:50.681000000Z,163,,car
,,404,South,East,2025-05-17T02:34:41.590000000Z,2025-05-17T04:07:56.763000000Z,163,car,
,,404,North,,2025-05-17T04:07:55.014000000Z,,163,car,car
,,405,South,,2025-05-17T05:02:08.889000000Z,,1630,car,
,,406,,North,,2025-05-17T07:51:59.615000000Z,1632,,car
,,406,East,,2025-05-17T05:02:04.210000000Z,,1632,car,
,,407,South,,2025-05-17T09:57:01.242000000Z,,1634,car,
,,408,North,South,2025-05-17T07:52:29.814000000Z,2025-05-17T07:52:33.601000000Z,1636,car,car
,,409,South,East,2025-05-17T03:17:18.144000000Z,2025-05-17T03:17:35.861000000Z,164,car,car
,,409,North,South,2025-05-17T04:08:00.521000000Z,2025-05-17T04:08:03.864000000Z,164,car,car
,,409,East,,2025-05-17T06:24:42.079000000Z,,164,car,
,,410,South,South,2025-05-17T07:52:53.082000000Z,2025-05-17T07:52:53.585000000Z,1641,truck,bus
,,411,North,East,2025-05-17T05:02:34.883000000Z,2025-05-17T05:02:36.889000000Z,1642,car,car
,,412,East,,2025-05-17T09:57:33.107000000Z,,1643,car,
,,413,South,North,2025-05-17T07:53:31.892000000Z,2025-05-17T07:53:35.222000000Z,1645,car,car
,,414,East,South,2025-05-17T05:03:19.050000000Z,2025-05-17T05:03:21.784000000Z,1647,car,car
,,414,South,North,2025-05-17T09:57:37.876000000Z,2025-05-17T09:57:42.315000000Z,1647,car,truck
,,415,South,,2025-05-17T05:03:09.449000000Z,,1648,car,
,,416,North,East,2025-05-17T07:53:56.035000000Z,2025-05-17T07:53:57.198000000Z,1649,car,car
,,417,,East,,2025-05-17T03:17:25.818000000Z,165,,bus
,,417,East,South,2025-05-17T08:53:12.828000000Z,2025-05-17T08:53:15.838000000Z,165,car,car
,,418,North,,2025-05-17T07:53:58.920000000Z,,1651,car,
,,418,South,East,2025-05-17T09:58:05.590000000Z,2025-05-17T09:58:08.374000000Z,1651,car,car
,,419,East,,2025-05-17T05:03:14.669000000Z,,1652,car,
,,420,East,,2025-05-17T07:54:18.959000000Z,,1653,car,
,,421,South,North,2025-05-17T09:58:10.552000000Z,2025-05-17T09:58:16.307000000Z,1655,car,car
,,422,East,South,2025-05-17T07:54:22.557000000Z,2025-05-17T07:54:24.537000000Z,1658,car,car
,,423,,South,,2025-05-17T02:34:45.110000000Z,166,,car
,,424,North,,2025-05-17T07:54:46.627000000Z,,1663,car,
,,425,West,North,2025-05-17T07:54:53.431000000Z,2025-05-17T07:54:57.484000000Z,1664,car,car
,,426,East,,2025-05-17T07:55:22.046000000Z,,1666,car,
,,427,South,,2025-05-17T09:58:38.324000000Z,,1667,bus,
,,428,North,,2025-05-17T09:58:52.240000000Z,,1668,car,
,,429,East,,2025-05-17T05:03:35.067000000Z,,1669,car,
,,429,South,North,2025-05-17T09:59:02.525000000Z,2025-05-17T09:59:06.470000000Z,1669,car,car
,,430,,East,,2025-05-17T02:51:44.090000000Z,167,,car
,,430,East,,2025-05-17T06:24:47.641000000Z,,167,car,
,,431,North,East,2025-05-17T09:59:00.340000000Z,2025-05-17T09:59:00.873000000Z,1670,truck,car
,,432,North,,2025-05-17T07:55:20.408000000Z,,1671,motorcycle,
,,433,East,,2025-05-17T07:55:30.359000000Z,,1672,truck,
,,434,North,East,2025-05-17T09:59:22.725000000Z,2025-05-17T09:59:23.906000000Z,1673,car,car
,,435,South,North,2025-05-17T07:55:34.652000000Z,2025-05-17T07:55:40.304000000Z,1676,car,car
,,436,South,,2025-05-17T05:03:51.388000000Z,,1677,car,
,,436,South,North,2025-05-17T07:55:38.651000000Z,2025-05-17T07:55:44.226000000Z,1677,car,car
,,437,West,North,2025-05-17T02:19:39.523000000Z,2025-05-17T02:19:43.988000000Z,168,car,car
,,438,East,,2025-05-17T05:04:00.955000000Z,,1680,car,
,,439,,South,,2025-05-17T05:04:01.508000000Z,1681,,car
,,439,South,South,2025-05-17T05:03:59.364000000Z,2025-05-17T10:00:03.546000000Z,1681,car,
,,439,South,,2025-05-17T10:00:04.679000000Z,,1681,car,truck
,,440,South,South,2025-05-17T05:04:08.108000000Z,2025-05-17T05:04:15.569000000Z,1687,car,bus
,,440,South,North,2025-05-17T10:00:53.314000000Z,2025-05-17T10:00:57.628000000Z,1687,car,car
,,441,,South,,2025-05-17T05:04:03.545000000Z,1688,,car
,,442,South,East,2025-05-17T07:56:08.965000000Z,2025-05-17T07:56:10.530000000Z,1689,car,car
,,443,,South,,2025-05-17T06:25:01.173000000Z,169,,car
,,443,East,,2025-05-17T05:32:08.631000000Z,,169,car,
,,443,East,,2025-05-17T06:24:58.639000000Z,,169,car,
,,444,,East,,2025-05-17T05:04:07.560000000Z,1690,,car
,,445,South,North,2025-05-17T07:56:26.272000000Z,2025-05-17T07:56:30.593000000Z,1692,car,car
,,446,,North,,2025-05-17T07:56:34.471000000Z,1695,,car
,,447,East,,2025-05-17T07:56:41.707000000Z,,1696,car,
,,447,South,,2025-05-17T10:01:18.361000000Z,,1696,car,
,,448,East,,2025-05-17T07:56:51.076000000Z,,1697,bus,
,,449,South,East,2025-05-17T05:04:27.913000000Z,2025-05-17T05:04:32.627000000Z,1698,car,car
,,450,North,East,2025-05-17T05:04:25.763000000Z,2025-05-17T05:04:27.913000000Z,1699,car,car
,,450,North,North,2025-05-17T10:01:20.638000000Z,2025-05-17T10:01:21.867000000Z,1699,car,car
,,451,,East,,2025-05-17T03:38:01.766000000Z,17,,truck
,,451,South,,2025-05-17T02:43:38.424000000Z,,17,car,
,,451,East,,2025-05-17T08:44:49.811000000Z,,17,car,
,,452,,West,,2025-05-17T02:34:46.549000000Z,170,,car
,,452,East,,2025-05-17T03:56:06.837000000Z,,170,car,
,,452,East,North,2025-05-17T04:08:18.990000000Z,2025-05-17T08:53:26.502000000Z,170,car,
,,452,South,,2025-05-17T08:53:17.954000000Z,,170,car,car
