#group,false,false,false,false,false,false,true,false,false
#datatype,string,long,string,string,string,string,string,string,string
#default,_result,,,,,,,,
,result,table,direction_entry,direction_exit,entered_time,exit_time,vehicle_id,vehicle_type_entry,vehicle_type_exit
,,707,North,South,2025-05-17T08:22:24.412000000Z,2025-05-17T08:22:27.907000000Z,2228,car,car
,,708,,North,,2025-05-17T03:58:12.585000000Z,223,,car
,,709,,North,,2025-05-17T10:20:05.086000000Z,2232,,car
,,709,East,,2025-05-17T10:19:59.041000000Z,,2232,car,
,,710,East,,2025-05-17T10:20:07.481000000Z,,2234,car,
,,711,East,,2025-05-17T08:23:46.233000000Z,,2236,car,
,,712,South,,2025-05-17T10:20:14.810000000Z,,2238,car,
,,713,East,,2025-05-17T03:58:12.585000000Z,,224,car,
,,713,South,North,2025-05-17T04:10:06.442000000Z,2025-05-17T04:10:11.019000000Z,224,car,car
,,713,South,,2025-05-17T06:28:43.259000000Z,,224,car,
,,714,,East,,2025-05-17T10:20:14.810000000Z,2240,,car
,,715,North,,2025-05-17T08:24:01.548000000Z,,2241,car,
,,716,East,,2025-05-17T08:24:09.688000000Z,,2242,car,
,,717,South,,2025-05-17T08:24:30.036000000Z,,2246,car,
,,718,North,,2025-05-17T08:25:13.176000000Z,,2248,car,
,,718,South,,2025-05-17T10:20:25.177000000Z,,2248,car,
,,719,East,South,2025-05-17T08:25:36.676000000Z,2025-05-17T08:25:39.942000000Z,2255,car,car
,,720,East,South,2025-05-17T10:21:10.356000000Z,2025-05-17T10:21:16.471000000Z,2256,car,car
,,721,East,,2025-05-17T08:25:42.778000000Z,,2257,car,
,,722,South,East,2025-05-17T10:21:04.473000000Z,2025-05-17T10:21:07.189000000Z,2258,car,car
,,723,East,,2025-05-17T08:26:10.928000000Z,,2265,car,
,,724,East,North,2025-05-17T10:21:21.100000000Z,2025-05-17T10:21:22.803000000Z,2267,car,car
,,725,East,,2025-05-17T08:26:53.006000000Z,,2268,car,
,,726,East,,2025-05-17T08:26:40.235000000Z,,2269,car,
,,726,North,South,2025-05-17T10:21:17.059000000Z,2025-05-17T10:21:21.660000000Z,2269,car,car
,,727,,East,,2025-05-17T03:58:07.209000000Z,227,,bus
,,728,South,South,2025-05-17T10:21:30.105000000Z,2025-05-17T10:21:32.248000000Z,2276,car,car
,,729,South,East,2025-05-17T10:21:45.834000000Z,2025-05-17T10:21:47.533000000Z,2277,truck,car
,,730,,West,,2025-05-17T02:38:06.674000000Z,228,,car
,,730,South,East,2025-05-17T02:55:25.820000000Z,2025-05-17T02:55:31.511000000Z,228,car,car
,,730,South,,2025-05-17T05:34:22.879000000Z,,228,car,
,,731,South,,2025-05-17T08:26:48.968000000Z,,2280,car,
,,732,East,,2025-05-17T10:22:13.198000000Z,,2286,car,
,,733,East,North,2025-05-17T08:27:45.418000000Z,2025-05-17T08:27:49.663000000Z,2287,car,car
,,734,South,,2025-05-17T02:38:07.765000000Z,,229,car,
,,735,South,North,2025-05-17T08:27:26.715000000Z,2025-05-17T08:27:29.919000000Z,2291,car,car
,,735,East,,2025-05-17T10:22:41.018000000Z,,2291,car,
,,736,,South,,2025-05-17T08:28:02.137000000Z,2294,,car
,,736,South,,2025-05-17T08:27:59.514000000Z,,2294,car,
,,736,East,,2025-05-17T10:22:32.882000000Z,,2294,car,
,,737,North,,2025-05-17T08:27:57.443000000Z,,2295,car,
,,738,East,,2025-05-17T08:28:20.264000000Z,,2298,car,
,,739,,East,,2025-05-17T03:39:02.884000000Z,23,,car
,,740,East,,2025-05-17T03:58:22.402000000Z,,230,car,
,,740,East,,2025-05-17T05:34:35.884000000Z,,230,bus,
,,740,East,North,2025-05-17T08:56:48.542000000Z,2025-05-17T08:56:51.702000000Z,230,car,car
,,741,,East,,2025-05-17T10:22:50.199000000Z,2301,,car
,,741,South,,2025-05-17T08:28:33.035000000Z,,2301,car,
,,742,East,,2025-05-17T10:23:03.887000000Z,,2303,car,
,,743,South,,2025-05-17T10:23:11.448000000Z,,2304,car,
,,744,West,South,2025-05-17T10:23:13.164000000Z,2025-05-17T10:23:20.139000000Z,2305,car,car
,,745,South,East,2025-05-17T10:23:15.069000000Z,2025-05-17T10:23:18.358000000Z,2306,car,car
,,746,South,,2025-05-17T02:38:16.661000000Z,,231,car,
,,746,South,,2025-05-17T02:55:30.322000000Z,,231,car,
,,746,East,North,2025-05-17T04:10:25.101000000Z,2025-05-17T04:10:29.140000000Z,231,car,car
,,747,South,,2025-05-17T08:28:59.346000000Z,,2310,car,
,,748,South,,2025-05-17T10:23:30.206000000Z,,2314,car,
,,749,,North,,2025-05-17T10:24:01.799000000Z,2315,,car
,,749,North,,2025-05-17T10:23:46.403000000Z,,2315,car,
,,750,South,,2025-05-17T10:23:43.360000000Z,,2316,car,
,,751,South,,2025-05-17T02:55:35.296000000Z,,232,car,
,,751,South,,2025-05-17T05:34:43.949000000Z,,232,car,
,,752,East,,2025-05-17T10:24:17.015000000Z,,2320,car,
,,753,East,North,2025-05-17T08:29:53.562000000Z,2025-05-17T08:29:57.715000000Z,2322,car,car
,,754,,East,,2025-05-17T10:24:37.088000000Z,2328,,car
,,755,,West,,2025-05-17T02:38:15.938000000Z,233,,car
,,755,North,,2025-05-17T03:58:14.963000000Z,,233,car,
,,756,,North,,2025-05-17T08:29:53.562000000Z,2330,,car
,,757,South,North,2025-05-17T10:24:46.809000000Z,2025-05-17T10:24:51.351000000Z,2333,car,car
,,758,West,North,2025-05-17T10:24:55.856000000Z,2025-05-17T10:24:59.944000000Z,2335,car,car
,,759,North,,2025-05-17T08:30:03.301000000Z,,2339,car,
,,760,,South,,2025-05-17T06:30:00.475000000Z,234,,car
,,760,North,,2025-05-17T06:29:57.191000000Z,,234,car,
,,761,East,,2025-05-17T08:30:25.923000000Z,,2345,car,
,,762,South,East,2025-05-17T08:30:44.129000000Z,2025-05-17T08:30:47.241000000Z,2347,car,car
,,763,East,South,2025-05-17T10:25:25.726000000Z,2025-05-17T10:25:33.811000000Z,2348,truck,car
,,764,East,,2025-05-17T08:30:57.657000000Z,,2352,car,
,,765,North,,2025-05-17T10:25:52.659000000Z,,2353,car,
,,766,,South,,2025-05-17T10:25:53.303000000Z,2354,,car
,,767,,South,,2025-05-17T10:26:09.232000000Z,2355,,car
,,768,East,South,2025-05-17T08:31:18.994000000Z,2025-05-17T08:31:23.472000000Z,2356,car,car
,,769,North,South,2025-05-17T10:26:42.126000000Z,2025-05-17T10:26:46.702000000Z,2358,car,car
,,770,North,South,2025-05-17T08:31:21.780000000Z,2025-05-17T08:31:26.661000000Z,2359,car,car
,,771,East,,2025-05-17T03:20:28.281000000Z,,236,car,
,,772,,South,,2025-05-17T10:26:49.574000000Z,2360,,car
,,773,South,,2025-05-17T10:26:57.851000000Z,,2363,car,
,,774,South,East,2025-05-17T05:34:54.971000000Z,2025-05-17T05:34:56.101000000Z,237,car,car
,,774,East,,2025-05-17T06:30:06.902000000Z,,237,car,
,,775,East,,2025-05-17T08:31:37.755000000Z,,2370,car,
,,775,East,North,2025-05-17T10:27:13.614000000Z,2025-05-17T10:27:14.735000000Z,2370,car,car
,,776,East,,2025-05-17T08:31:42.852000000Z,,2371,car,
,,777,North,South,2025-05-17T08:31:40.539000000Z,2025-05-17T08:31:49.773000000Z,2372,car,car
,,777,East,North,2025-05-17T10:27:22.236000000Z,2025-05-17T10:27:25.245000000Z,2372,car,car
,,778,,East,,2025-05-17T10:27:18.887000000Z,2374,,car
,,778,South,,2025-05-17T08:31:52.944000000Z,,2374,car,
,,779,North,East,2025-05-17T08:31:48.645000000Z,2025-05-17T08:31:49.773000000Z,2375,car,car
,,780,East,South,2025-05-17T10:27:24.650000000Z,2025-05-17T10:27:27.592000000Z,2376,car,car
,,781,East,,2025-05-17T10:27:30.613000000Z,,2377,car,
,,782,North,East,2025-05-17T08:32:03.012000000Z,2025-05-17T08:32:03.984000000Z,2379,car,car
,,783,,West,,2025-05-17T02:38:26.917000000Z,238,,truck
,,783,,East,,2025-05-17T03:20:55.536000000Z,238,,bus
,,783,South,South,2025-05-17T06:30:28.184000000Z,2025-05-17T06:30:29.721000000Z,238,bus,bus
,,784,South,,2025-05-17T08:32:35.049000000Z,,2382,car,
,,785,South,East,2025-05-17T08:32:38.700000000Z,2025-05-17T08:32:40.247000000Z,2385,car,car
,,786,,South,,2025-05-17T02:55:44.508000000Z,239,,car
,,786,,South,,2025-05-17T05:35:00.411000000Z,239,,car
,,786,South,South,2025-05-17T04:10:45.250000000Z,,239,car,
,,786,South,,2025-05-17T06:30:37.895000000Z,2025-05-17T06:30:38.388000000Z,239,bus,bus
,,787,North,South,2025-05-17T10:27:54.529000000Z,2025-05-17T10:27:59.436000000Z,2391,car,car
,,788,South,North,2025-05-17T08:33:25.906000000Z,2025-05-17T08:33:29.868000000Z,2394,car,car
,,789,West,,2025-05-17T08:33:35.686000000Z,,2396,car,
,,789,East,South,2025-05-17T10:28:10.094000000Z,2025-05-17T10:28:12.551000000Z,2396,car,car
,,790,South,East,2025-05-17T10:28:11.279000000Z,2025-05-17T10:28:13.717000000Z,2397,car,car
,,791,South,,2025-05-17T03:04:21.744000000Z,,24,car,
,,791,South,,2025-05-17T03:49:02.876000000Z,,24,car,
,,792,South,,2025-05-17T04:10:48.255000000Z,,240,car,
,,793,South,East,2025-05-17T08:34:20.330000000Z,2025-05-17T08:34:23.558000000Z,2402,car,car
,,794,South,East,2025-05-17T10:28:56.845000000Z,2025-05-17T10:28:58.491000000Z,2405,car,car
,,795,,South,,2025-05-17T05:35:04.159000000Z,241,,car
,,795,East,,2025-05-17T04:10:57.724000000Z,,241,car,
,,795,North,North,2025-05-17T05:34:56.634000000Z,2025-05-17T06:31:08.876000000Z,241,car,
,,795,South,,2025-05-17T06:31:03.273000000Z,,241,car,car
,,796,South,,2025-05-17T08:34:50.714000000Z,,2410,car,
,,796,North,North,2025-05-17T10:29:23.599000000Z,2025-05-17T10:29:22.495000000Z,2410,car,car
,,797,North,South,2025-05-17T08:34:35.853000000Z,2025-05-17T08:34:40.802000000Z,2411,car,car
,,798,,South,,2025-05-17T10:29:13.215000000Z,2413,,car
,,799,East,East,2025-05-17T08:34:51.236000000Z,2025-05-17T08:34:52.258000000Z,2414,car,car
,,800,North,South,2025-05-17T08:34:41.364000000Z,2025-05-17T08:34:45.215000000Z,2415,car,car
,,801,North,East,2025-05-17T10:29:29.623000000Z,2025-05-17T10:29:30.206000000Z,2417,car,car
,,802,,East,,2025-05-17T03:21:11.199000000Z,242,,car
,,802,,North,,2025-05-17T08:57:03.647000000Z,242,,car
,,802,,West,,2025-05-17T03:58:26.698000000Z,242,,car
,,802,South,North,2025-05-17T04:10:51.321000000Z,2025-05-17T04:10:54.114000000Z,242,car,car
,,802,South,,2025-05-17T08:56:59.935000000Z,,242,car,
,,803,,East,,2025-05-17T08:35:07.785000000Z,2420,,car
,,804,,South,,2025-05-17T08:35:43.455000000Z,2428,,bus
,,804,South,,2025-05-17T10:29:58.184000000Z,,2428,car,
,,805,South,East,2025-05-17T03:21:13.674000000Z,2025-05-17T03:21:20.780000000Z,243,car,car
,,805,East,South,2025-05-17T06:31:07.647000000Z,2025-05-17T06:31:10.095000000Z,243,car,car
,,806,East,North,2025-05-17T08:36:01.218000000Z,2025-05-17T08:36:05.425000000Z,2431,car,car
,,807,South,East,2025-05-17T10:31:10.243000000Z,2025-05-17T10:31:12.381000000Z,2434,car,car
,,808,,North,,2025-05-17T10:31:10.787000000Z,2435,,car
,,809,South,North,2025-05-17T06:31:14.902000000Z,2025-05-17T06:31:19.651000000Z,244,car,truck
,,810,South,East,2025-05-17T08:36:47.761000000Z,2025-05-17T08:36:49.848000000Z,2442,car,car
,,810,South,East,2025-05-17T10:31:45.316000000Z,2025-05-17T10:31:49.094000000Z,2442,car,car
,,811,South,West,2025-05-17T02:39:12.676000000Z,2025-05-17T02:39:18.497000000Z,245,car,car
,,811,South,,2025-05-17T04:10:59.290000000Z,,245,car,
,,812,South,West,2025-05-17T02:39:07.917000000Z,2025-05-17T02:39:11.216000000Z,246,bus,bus
,,813,South,,2025-05-17T02:39:17.033000000Z,,247,car,
,,813,East,,2025-05-17T06:31:27.929000000Z,,247,car,
,,814,,South,,2025-05-17T03:21:20.176000000Z,248,,car
,,815,,South,,2025-05-17T03:22:28.087000000Z,249,,car
,,815,East,,2025-05-17T08:57:25.785000000Z,,249,car,
,,816,East,,2025-05-17T08:45:01.184000000Z,,25,car,
,,817,,South,,2025-05-17T03:22:31.909000000Z,250,,car
,,817,South,,2025-05-17T06:31:37.066000000Z,,250,car,
,,818,East,,2025-05-17T05:35:30.195000000Z,,251,car,
,,819,,West,,2025-05-17T02:39:31.432000000Z,252,,bus
,,820,South,South,2025-05-17T02:39:34.273000000Z,2025-05-17T02:39:34.629000000Z,253,car,car
,,820,South,East,2025-05-17T03:22:34.733000000Z,2025-05-17T03:22:38.393000000Z,253,truck,truck
,,820,North,,2025-05-17T06:31:52.458000000Z,,253,car,
,,821,North,East,2025-05-17T04:11:48.911000000Z,2025-05-17T04:11:51.395000000Z,254,car,car
,,821,East,South,2025-05-17T08:57:30.045000000Z,2025-05-17T08:57:31.576000000Z,254,car,car
,,822,South,,2025-05-17T02:39:56.988000000Z,,255,car,
,,823,,East,,2025-05-17T03:59:01.574000000Z,256,,car
,,824,South,,2025-05-17T06:31:59.073000000Z,,257,car,
,,825,South,,2025-05-17T03:22:53.284000000Z,,258,car,
,,826,East,North,2025-05-17T04:12:03.408000000Z,2025-05-17T04:12:07.229000000Z,259,car,truck
,,826,East,,2025-05-17T08:57:46.493000000Z,,259,car,
,,827,,East,,2025-05-17T03:04:20.258000000Z,26,,car
,,827,,South,,2025-05-17T08:45:08.470000000Z,26,,bus
,,827,,East,,2025-05-17T03:09:04.354000000Z,26,,truck
,,828,South,,2025-05-17T05:35:44.751000000Z,,260,car,
,,828,South,North,2025-05-17T06:32:10.228000000Z,2025-05-17T06:32:22.673000000Z,260,car,car
,,829,South,North,2025-05-17T04:12:06.048000000Z,2025-05-17T04:12:11.226000000Z,261,car,car
,,829,East,South,2025-05-17T05:36:02.101000000Z,2025-05-17T06:32:15.536000000Z,261,car,
,,829,East,,2025-05-17T06:32:13.146000000Z,,261,car,car
,,829,East,,2025-05-17T08:57:56.908000000Z,,261,car,
,,830,,South,,2025-05-17T05:35:53.773000000Z,262,,bus
,,830,South,,2025-05-17T03:23:09.934000000Z,,262,car,
,,831,South,North,2025-05-17T04:12:10.683000000Z,2025-05-17T04:12:15.603000000Z,263,car,car
,,831,North,South,2025-05-17T05:35:55.385000000Z,2025-05-17T05:35:58.753000000Z,263,car,car
,,832,,East,,2025-05-17T05:36:00.959000000Z,264,,car
,,832,,North,,2025-05-17T06:32:13.828000000Z,264,,car
,,832,East,,2025-05-17T03:59:14.891000000Z,,264,car,
,,833,South,South,2025-05-17T08:57:55.851000000Z,2025-05-17T08:57:56.383000000Z,265,truck,bus
,,834,,East,,2025-05-17T02:57:30.031000000Z,267,,car
,,834,South,South,2025-05-17T05:36:36.809000000Z,2025-05-17T05:36:37.796000000Z,267,truck,bus
,,834,South,,2025-05-17T06:32:19.542000000Z,,267,car,
,,835,South,,2025-05-17T03:23:22.594000000Z,,268,car,
,,836,North,East,2025-05-17T05:36:42.295000000Z,2025-05-17T05:36:43.368000000Z,269,car,car
,,836,South,,2025-05-17T06:32:36.880000000Z,,269,car,
,,837,,East,,2025-05-17T03:04:25.936000000Z,27,,car
,,837,,East,,2025-05-17T03:09:08.280000000Z,27,,car
,,837,South,,2025-05-17T02:44:01.886000000Z,,27,car,
,,837,South,,2025-05-17T03:39:20.944000000Z,,27,car,
,,837,South,,2025-05-17T03:49:14.726000000Z,,27,car,
,,837,East,North,2025-05-17T06:17:32.393000000Z,,27,car,
,,837,South,,2025-05-17T08:45:11.679000000Z,2025-05-17T08:45:15.995000000Z,27,car,car
,,838,South,,2025-05-17T04:12:22.773000000Z,,270,car,
,,838,East,,2025-05-17T06:32:41.836000000Z,,270,car,
,,839,East,,2025-05-17T03:59:16.439000000Z,,271,car,
,,840,East,,2025-05-17T06:32:48.304000000Z,,272,car,
,,840,East,,2025-05-17T08:58:35.090000000Z,,272,car,
,,841,,North,,2025-05-17T04:12:26.066000000Z,273,,car
,,841,North,East,2025-05-17T05:36:47.435000000Z,2025-05-17T05:36:48.479000000Z,273,car,truck
,,842,South,,2025-05-17T04:12:35.262000000Z,,274,car,
,,843,,North,,2025-05-17T06:32:44.455000000Z,275,,car
,,843,North,South,2025-05-17T08:58:30.084000000Z,2025-05-17T08:58:33.450000000Z,275,car,car
,,844,,East,,2025-05-17T03:23:56.888000000Z,276,,car
,,844,East,South,2025-05-17T04:12:29.837000000Z,2025-05-17T04:12:44.778000000Z,276,truck,car
,,845,East,,2025-05-17T06:33:09.108000000Z,,277,car,
,,845,South,South,2025-05-17T08:58:41.869000000Z,2025-05-17T08:58:42.381000000Z,277,bus,bus
,,846,,East,,2025-05-17T03:24:16.332000000Z,278,,car
,,846,South,South,2025-05-17T08:58:47.232000000Z,2025-05-17T08:58:47.717000000Z,278,car,car
,,847,,East,,2025-05-17T03:39:35.648000000Z,28,,car
,,847,South,East,2025-05-17T02:44:08.104000000Z,2025-05-17T02:44:15.152000000Z,28,car,car
,,847,North,South,2025-05-17T06:17:31.771000000Z,2025-05-17T06:17:38.219000000Z,28,car,car
,,848,,South,,2025-05-17T05:37:00.729000000Z,280,,truck
,,848,South,,2025-05-17T02:58:54.054000000Z,,280,car,
,,849,,South,,2025-05-17T02:59:23.702000000Z,281,,car
,,849,South,North,2025-05-17T08:58:51.810000000Z,2025-05-17T08:58:55.728000000Z,281,car,car
,,850,South,South,2025-05-17T08:59:21.426000000Z,2025-05-17T08:59:20.256000000Z,284,bus,truck
,,851,,East,,2025-05-17T02:59:40.144000000Z,285,,truck
,,851,East,East,2025-05-17T04:12:51.681000000Z,2025-05-17T04:12:55.245000000Z,285,car,car
,,852,,South,,2025-05-17T06:33:07.578000000Z,286,,truck
,,852,South,South,2025-05-17T03:00:06.430000000Z,2025-05-17T03:00:03.023000000Z,286,car,car
,,852,East,South,2025-05-17T08:59:20.256000000Z,2025-05-17T08:59:23.816000000Z,286,truck,truck
,,853,South,East,2025-05-17T05:37:11.595000000Z,2025-05-17T05:37:15.184000000Z,288,car,car
,,853,South,East,2025-05-17T08:59:40.728000000Z,2025-05-17T08:59:43.227000000Z,288,car,car
,,854,North,East,2025-05-17T08:45:22.567000000Z,2025-05-17T08:45:24.506000000Z,29,car,car
,,855,South,,2025-05-17T03:25:02.505000000Z,,290,car,
,,855,East,,2025-05-17T04:13:01.072000000Z,,290,car,
,,855,East,North,2025-05-17T06:33:18.056000000Z,2025-05-17T06:33:19.097000000Z,290,car,car
,,856,South,,2025-05-17T08:59:56.350000000Z,,291,car,
,,857,,North,,2025-05-17T04:12:57.008000000Z,292,,car
,,858,South,South,2025-05-17T06:34:06.022000000Z,2025-05-17T06:34:06.520000000Z,293,bus,bus
,,859,,East,,2025-05-17T03:00:20.468000000Z,294,,car
,,859,South,South,2025-05-17T06:34:14.249000000Z,2025-05-17T09:00:12.967000000Z,294,car,
,,859,North,,2025-05-17T09:00:09.706000000Z,,294,car,car
,,860,,South,,2025-05-17T03:00:32.384000000Z,296,,car
,,860,East,North,2025-05-17T05:37:24.201000000Z,2025-05-17T05:37:30.633000000Z,296,car,car
,,861,South,East,2025-05-17T06:34:31.146000000Z,2025-05-17T06:34:33.704000000Z,297,car,car
,,861,South,South,2025-05-17T09:00:15.539000000Z,2025-05-17T09:00:16.548000000Z,297,car,bus
,,862,North,South,2025-05-17T09:00:18.662000000Z,2025-05-17T09:00:23.481000000Z,299,car,car
,,863,,South,,2025-05-17T03:08:09.648000000Z,3,,car
,,863,,South,,2025-05-17T03:36:07.796000000Z,3,,car
,,863,North,South,2025-05-17T04:01:30.694000000Z,2025-05-17T04:01:34.278000000Z,3,car,car
,,864,North,South,2025-05-17T02:28:25.589000000Z,2025-05-17T02:28:30.212000000Z,30,car,car
,,864,East,South,2025-05-17T06:17:28.456000000Z,2025-05-17T06:17:31.771000000Z,30,truck,truck
,,864,North,South,2025-05-17T08:45:26.525000000Z,2025-05-17T08:45:30.175000000Z,30,car,car
,,865,,West,,2025-05-17T03:00:47.875000000Z,300,,car
,,865,East,,2025-05-17T09:00:30.348000000Z,,300,car,
,,866,,East,,2025-05-17T03:00:51.534000000Z,301,,bus
,,867,,East,,2025-05-17T03:25:21.674000000Z,302,,truck
,,867,South,South,2025-05-17T04:13:13.083000000Z,2025-05-17T04:13:13.602000000Z,302,truck,bus
,,867,East,South,2025-05-17T09:01:02.227000000Z,2025-05-17T09:01:04.931000000Z,302,car,car
,,868,South,,2025-05-17T03:25:26.160000000Z,,303,car,
,,869,,South,,2025-05-17T09:00:56.523000000Z,304,,bus
,,869,South,East,2025-05-17T03:01:13.703000000Z,2025-05-17T03:01:18.638000000Z,304,car,car
,,869,South,East,2025-05-17T04:13:14.658000000Z,2025-05-17T04:13:16.291000000Z,304,car,car
,,869,South,North,2025-05-17T06:34:42.017000000Z,2025-05-17T06:34:46.456000000Z,304,car,car
,,870,East,East,2025-05-17T04:13:34.175000000Z,2025-05-17T04:13:33.673000000Z,305,car,car
,,871,,South,,2025-05-17T09:01:02.784000000Z,306,,bus
,,871,South,,2025-05-17T04:13:23.092000000Z,,306,car,
,,872,South,,2025-05-17T03:25:46.863000000Z,,307,car,
,,872,West,,2025-05-17T05:37:27.282000000Z,,307,motorcycle,
,,872,South,,2025-05-17T09:01:13.528000000Z,,307,car,
,,873,East,South,2025-05-17T09:01:17.546000000Z,2025-05-17T09:01:19.945000000Z,309,car,car
,,874,South,,2025-05-17T03:49:18.759000000Z,,31,car,
,,875,North,South,2025-05-17T05:37:43.197000000Z,2025-05-17T05:37:49.442000000Z,313,car,car
,,876,,South,,2025-05-17T03:26:26.628000000Z,314,,car
,,877,South,,2025-05-17T03:26:26.049000000Z,,315,car,
,,877,East,South,2025-05-17T05:38:05.830000000Z,2025-05-17T05:38:07.995000000Z,315,car,car
,,878,East,South,2025-05-17T03:01:30.324000000Z,2025-05-17T03:01:32.973000000Z,316,truck,truck
,,878,East,South,2025-05-17T06:34:53.076000000Z,2025-05-17T06:34:55.062000000Z,316,car,car
,,879,,South,,2025-05-17T03:26:41.103000000Z,317,,car
,,880,South,,2025-05-17T03:26:31.932000000Z,,318,car,
,,880,East,South,2025-05-17T05:38:09.535000000Z,2025-05-17T05:38:14.191000000Z,318,car,car
,,881,South,North,2025-05-17T05:38:02.051000000Z,2025-05-17T05:38:05.830000000Z,319,car,car
,,881,South,East,2025-05-17T06:35:28.201000000Z,2025-05-17T06:35:30.250000000Z,319,car,car
,,881,North,South,2025-05-17T09:01:54.839000000Z,2025-05-17T09:01:59.797000000Z,319,car,car
,,882,,East,,2025-05-17T03:09:17.864000000Z,32,,car
,,882,,East,,2025-05-17T03:39:50.309000000Z,32,,bus
,,882,North,West,2025-05-17T03:04:29.572000000Z,2025-05-17T03:04:32.881000000Z,32,car,car
,,882,East,South,2025-05-17T06:17:39.276000000Z,2025-05-17T06:17:42.807000000Z,32,car,car
,,883,East,East,2025-05-17T03:01:41.625000000Z,2025-05-17T03:01:42.188000000Z,320,car,car
,,883,East,South,2025-05-17T06:35:46.743000000Z,2025-05-17T06:35:48.425000000Z,320,car,car
,,884,South,,2025-05-17T03:01:38.900000000Z,,321,car,
,,884,North,South,2025-05-17T04:14:01.527000000Z,2025-05-17T04:14:07.387000000Z,321,car,car
,,885,North,South,2025-05-17T03:01:39.945000000Z,2025-05-17T03:01:44.517000000Z,322,car,car
,,886,South,,2025-05-17T03:26:53.568000000Z,,324,car,
,,886,East,,2025-05-17T05:38:14.712000000Z,,324,car,
,,887,South,,2025-05-17T04:14:28.178000000Z,,325,car,
,,888,,East,,2025-05-17T03:27:08.546000000Z,326,,truck
,,889,South,East,2025-05-17T04:14:34.196000000Z,2025-05-17T04:14:35.716000000Z,327,car,car
,,889,North,South,2025-05-17T09:02:01.967000000Z,2025-05-17T09:02:06.962000000Z,327,car,car
,,890,South,East,2025-05-17T04:14:40.300000000Z,2025-05-17T04:14:41.848000000Z,328,car,car
,,891,,West,,2025-05-17T02:23:48.055000000Z,33,,bus
,,891,,South,,2025-05-17T08:45:34.602000000Z,33,,car
,,891,,South,,2025-05-17T04:03:10.404000000Z,33,,bus
,,891,,East,,2025-05-17T03:39:59.381000000Z,33,,truck
,,891,South,,2025-05-17T03:49:21.358000000Z,,33,car,
,,892,,East,,2025-05-17T03:27:18.892000000Z,330,,car
,,893,South,,2025-05-17T03:27:20.105000000Z,,331,car,
,,893,South,,2025-05-17T05:39:03.814000000Z,,331,car,
,,894,East,North,2025-05-17T05:39:11.222000000Z,2025-05-17T05:39:21.263000000Z,332,car,car
,,895,East,,2025-05-17T04:14:47.552000000Z,,333,car,
,,896,,East,,2025-05-17T03:27:29.260000000Z,334,,truck
,,896,,North,,2025-05-17T04:15:04.115000000Z,334,,car
,,896,South,,2025-05-17T04:14:57.673000000Z,,334,car,
,,897,South,,2025-05-17T05:39:17.259000000Z,,336,car,
,,898,South,,2025-05-17T04:15:14.470000000Z,,338,car,
,,899,,East,,2025-05-17T05:40:27.837000000Z,339,,car
,,899,East,,2025-05-17T04:15:16.020000000Z,,339,car,
,,899,South,,2025-05-17T06:37:06.324000000Z,,339,truck,
,,900,,East,,2025-05-17T03:40:06.339000000Z,34,,car
,,900,South,East,2025-05-17T08:45:36.140000000Z,2025-05-17T08:45:38.843000000Z,34,car,car
,,901,,East,,2025-05-17T03:27:33.402000000Z,340,,truck
,,901,East,South,2025-05-17T04:15:12.875000000Z,2025-05-17T04:15:19.366000000Z,340,car,car
,,901,South,,2025-05-17T05:40:36.071000000Z,,340,car,
,,901,South,North,2025-05-17T06:37:11.599000000Z,2025-05-17T06:37:15.670000000Z,340,car,car
,,902,South,West,2025-05-17T04:15:22.001000000Z,2025-05-17T04:15:35.492000000Z,341,car,car
,,903,South,,2025-05-17T03:27:43.692000000Z,,345,car,
,,904,,South,,2025-05-17T09:02:34.504000000Z,346,,car
,,904,East,,2025-05-17T06:37:13.831000000Z,,346,truck,
,,905,,South,,2025-05-17T03:27:56.470000000Z,348,,car
,,905,South,,2025-05-17T06:37:26.874000000Z,,348,car,
,,906,,East,,2025-05-17T03:28:02.728000000Z,349,,car
,,907,,West,,2025-05-17T02:28:42.706000000Z,35,,car
,,907,East,,2025-05-17T04:03:28.279000000Z,,35,car,
,,908,North,,2025-05-17T05:41:15.374000000Z,,350,car,
,,909,East,,2025-05-17T04:15:27.186000000Z,,351,car,
,,909,East,,2025-05-17T06:37:41.092000000Z,,351,truck,
,,910,East,,2025-05-17T03:28:09.178000000Z,,352,car,
,,910,North,South,2025-05-17T05:41:23.118000000Z,2025-05-17T05:41:27.505000000Z,352,car,car
,,910,East,South,2025-05-17T06:37:54.422000000Z,2025-05-17T06:37:56.414000000Z,352,car,car
,,911,North,East,2025-05-17T05:41:28.037000000Z,2025-05-17T05:41:28.566000000Z,353,car,car
,,912,North,,2025-05-17T04:15:41.169000000Z,,354,motorcycle,
,,912,North,East,2025-05-17T06:37:51.903000000Z,2025-05-17T06:37:52.414000000Z,354,car,car
,,912,East,,2025-05-17T09:03:03.066000000Z,,354,car,
,,913,East,,2025-05-17T03:28:12.095000000Z,,355,car,
,,914,,South,,2025-05-17T05:42:00.290000000Z,356,,car
,,914,East,,2025-05-17T05:41:56.951000000Z,,356,car,
,,915,South,North,2025-05-17T05:41:37.178000000Z,2025-05-17T05:41:43.134000000Z,358,car,car
,,916,,East,,2025-05-17T03:40:22.024000000Z,36,,car
