Vehicle Type,Total Distance (km),CO2 Emissions (g),NOx Emissions (g),PMx Emissions (g),Vehicle Count
DEFAULT_VEHTYPE,21.37710669038678,6413.1320071160335,17.101685352309424,0.8550842676154712,2
DEFAULT_BIKETYPE,20.867329933093274,1878.0596939783945,4.1734659866186545,0.20867329933093273,1
