Time (s),Vehicle ID,Vehicle Type,Speed (m/s),Acceleration (m/s²),Custom Emission Value
47.0,t_1,DEFAULT_VEHTYPE,7.580410634018607,0.6990134011954066,8.379424035214013
47.0,t_2,DEFAULT_BIKETYPE,5.062811323863764,-0.20715944347903203,4.955651880384732
48.0,t_0,DEFAULT_VEHTYPE,8.23213512443956,0.32544564248528296,8.657580766924843
48.0,t_1,DEFAULT_VEHTYPE,7.794606075799219,0.21419544178061223,8.108801517579831
48.0,t_2,DEFAULT_BIKETYPE,5.122206356286382,0.05939503242261779,5.281601388708999
49.0,t_0,DEFAULT_VEHTYPE,7.559416657225416,-0.6727184672141444,6.986698190011271
49.0,t_1,DEFAULT_VEHTYPE,7.646860598530747,-0.14774547726847231,7.599115121262274
49.0,t_2,DEFAULT_BIKETYPE,5.1635439440173405,0.041337587730958525,5.304881531748299
50.0,t_0,DEFAULT_VEHTYPE,8.179549654717745,0.6201329974923286,8.899682652210073
50.0,t_1,DEFAULT_VEHTYPE,7.676471356526144,0.02961075799539703,7.806082114521541
50.0,t_2,DEFAULT_BIKETYPE,5.311190648845708,0.14764670482836717,5.5588373536740745
51.0,t_1,DEFAULT_VEHTYPE,6.611177761238195,-1.0652935952879492,5.645884165950245
51.0,t_2,DEFAULT_BIKETYPE,5.3915543947865565,0.08036374594084883,5.571918140727405
52.0,t_1,DEFAULT_VEHTYPE,7.55999366921851,0.9488159079803156,8.608809577198825
52.0,t_2,DEFAULT_BIKETYPE,5.195643230949839,-0.19591116383671725,5.099732067113122
53.0,t_1,DEFAULT_VEHTYPE,7.7371698432742955,0.17717617405578512,8.01434601733008
53.0,t_2,DEFAULT_BIKETYPE,5.187405428340037,-0.008237802609802003,5.279167625730235
54.0,t_1,DEFAULT_VEHTYPE,7.266413504039064,-0.47075633923523164,6.895657164803832
54.0,t_2,DEFAULT_BIKETYPE,5.4846901349754384,0.2972847066354012,5.881974841610839
55.0,t_1,DEFAULT_VEHTYPE,7.646933993245602,0.38052048920653814,8.127454482452139
55.0,t_2,DEFAULT_BIKETYPE,5.182455654119452,-0.3022344808559865,4.980221173263465
56.0,t_1,DEFAULT_VEHTYPE,7.722924636271909,0.07599064302630687,7.898915279298215
56.0,t_2,DEFAULT_BIKETYPE,5.013629921109726,-0.1688257330097258,4.9448041881
57.0,t_1,DEFAULT_VEHTYPE,7.33371375917004,-0.38921087710186875,7.044502882068171
57.0,t_2,DEFAULT_BIKETYPE,5.546669695529466,0.5330397744197395,6.179709469949205
58.0,t_1,DEFAULT_VEHTYPE,6.554595409417652,-0.7791183497523884,5.875477059665263
58.0,t_2,DEFAULT_BIKETYPE,5.017675560389955,-0.5289941351395102,4.588681425250445
59.0,t_1,DEFAULT_VEHTYPE,6.8431630109577775,0.28856760154012573,7.231730612497903
59.0,t_2,DEFAULT_BIKETYPE,5.337505392034848,0.31982983164489287,5.757335223679741
60.0,t_1,DEFAULT_VEHTYPE,6.583600789276078,-0.2595622216816995,6.424038567594378
60.0,t_2,DEFAULT_BIKETYPE,5.540218679004659,0.20271328696981072,5.842931965974469
61.0,t_1,DEFAULT_VEHTYPE,7.321506206449248,0.7379054171731703,8.159411623622418
61.0,t_2,DEFAULT_BIKETYPE,5.333102861096462,-0.2071158179081971,5.2259870431882645
62.0,t_1,DEFAULT_VEHTYPE,7.734784305435732,0.41327809898648393,8.248062404422216
62.0,t_2,DEFAULT_BIKETYPE,5.052242541781937,-0.2808603193145247,4.871382222467412
63.0,t_1,DEFAULT_VEHTYPE,7.630380412694193,-0.10440389274153894,7.625976519952654
63.0,t_2,DEFAULT_BIKETYPE,5.20309874019896,0.15085619841702247,5.453954938615982
64.0,t_1,DEFAULT_VEHTYPE,6.6725346783317026,-0.9578457343624907,5.8146889439692115
64.0,t_2,DEFAULT_BIKETYPE,5.20446845214193,0.0013697119429707527,5.305838164084901
65.0,t_1,DEFAULT_VEHTYPE,6.943581513143271,0.27104683481156844,7.314628347954839
65.0,t_2,DEFAULT_BIKETYPE,5.577409495323275,0.3729410431813447,6.0503505385046195
66.0,t_1,DEFAULT_VEHTYPE,6.720402472061232,-0.22317904108203912,6.597223430979192
66.0,t_2,DEFAULT_BIKETYPE,5.347533108157416,-0.22987638716585934,5.217656720991556
67.0,t_1,DEFAULT_VEHTYPE,7.738396051051222,1.0179935789899899,8.856389630041212
67.0,t_2,DEFAULT_BIKETYPE,5.014480335873862,-0.3330527722835539,4.781427563590308
68.0,t_2,DEFAULT_BIKETYPE,5.150051729430755,0.1355713935568934,5.385623122987648
69.0,t_2,DEFAULT_BIKETYPE,5.028547036883731,-0.121504692547024,5.007042344336707
70.0,t_2,DEFAULT_BIKETYPE,5.144767570638408,0.11622053375467711,5.360988104393085
71.0,t_2,DEFAULT_BIKETYPE,5.10411805948553,-0.040649511152878404,5.163468548332651
72.0,t_2,DEFAULT_BIKETYPE,5.032930309142296,-0.07118775034323388,5.061742558799062
73.0,t_2,DEFAULT_BIKETYPE,5.559176751788085,0.5262464426457889,6.185423194433874
74.0,t_2,DEFAULT_BIKETYPE,5.468381635568415,-0.09079511621967029,5.477586519348744
75.0,t_2,DEFAULT_BIKETYPE,5.075110154369225,-0.3932714811991893,4.781838673170036
76.0,t_2,DEFAULT_BIKETYPE,5.021396068440129,-0.0537140859290961,5.067681982511033
77.0,t_2,DEFAULT_BIKETYPE,5.281734064503883,0.26033799606375396,5.642072060567637
78.0,t_2,DEFAULT_BIKETYPE,5.3473359009747705,0.06560183647088724,5.512937737445657
79.0,t_2,DEFAULT_BIKETYPE,5.18811934423012,-0.15921655674465018,5.12890278748547
80.0,t_2,DEFAULT_BIKETYPE,5.470060826515158,0.28194148228503746,5.852002308800195
81.0,t_2,DEFAULT_BIKETYPE,5.41505377502491,-0.05500705149024743,5.460046723534663
82.0,t_2,DEFAULT_BIKETYPE,5.479983188820382,0.0649294137954719,5.644912602615854
83.0,t_2,DEFAULT_BIKETYPE,5.553160302437221,0.07317711361683887,5.72633741605406
84.0,t_2,DEFAULT_BIKETYPE,5.4721582052794595,-0.08100209715776163,5.4911561081216975
85.0,t_2,DEFAULT_BIKETYPE,5.182238159657766,-0.2899200456216935,4.992318114036072
86.0,t_2,DEFAULT_BIKETYPE,5.285385026087363,0.10314686642959714,5.48853189251696
87.0,t_2,DEFAULT_BIKETYPE,5.26887636627381,-0.016508659813553095,5.352367706460257
88.0,t_2,DEFAULT_BIKETYPE,5.092096957194929,-0.1767794090788808,5.015317548116048
89.0,t_2,DEFAULT_BIKETYPE,5.559187402951841,0.46709044575691205,6.126277848708753
90.0,t_2,DEFAULT_BIKETYPE,5.291147058832769,-0.26804034411907196,5.123106714713697
91.0,t_2,DEFAULT_BIKETYPE,5.6102128087573995,0.3190657499246301,6.029278558682029
92.0,t_2,DEFAULT_BIKETYPE,5.572577326468503,-0.03763548228889668,5.634941844179606
