Vehicle Type,Total Distance (km),CO2 Emissions (g),NOx Emissions (g),PMx Emissions (g),Vehicle Count
DEFAULT_VEHTYPE,21.37710669038679,3206.5660035580186,8.550842676154716,0.4275421338077358,2
DEFAULT_BIKETYPE,20.867329933093274,1878.0596939783945,4.1734659866186545,0.20867329933093273,1
