Vehicle Type,CO2 Emissions (g),NOx Emissions (g),PMx Emissions (g),Vehicle Count
DEFAULT_VEHTYPE,0.7909613525717123,0.7909613525717123,0.07909613525717124,2
DEFAULT_BIKETYPE,42.03130980980331,0.0934029106884518,0.00467014553442259,1
