Vehicle Type,Total Distance (km),CO2 Emissions (g),NOx Emissions (g),PMx Emissions (g),Vehicle Count
DEFAULT_VEHTYPE,0.7909613525717123,118.64420288575684,0.31638454102868496,0.015819227051434247,2
DEFAULT_BIKETYPE,0.467014553442259,42.03130980980331,0.0934029106884518,0.00467014553442259,1
