Vehicle Type,CO2 Emissions (g),NOx Emissions (g),PMx Emissions (g),Vehicle Count
DEFAULT_VEHTYPE,0.7909613525717123,0.7909613525717123,0.07909613525717124,2
DEFAULT_BIKETYPE,93.4029106884518,0.2335072767211295,0.01401043660326777,1
