Vehicle Type,Total Distance (km),CO2 Emissions (g),NOx Emissions (g),PMx Emissions (g),SOx Emissions (g),HC Emissions (g),CO Emissions (g),Vehicle Count
DEFAULT_VEHTYPE,0.7909613525717123,118.64420288575684,0.31638454102868496,0.015819227051434247,0.008700574878288835,4.745768115430273,39.15258695229976,2
DEFAULT_BIKETYPE,0.467014553442259,42.03130980980331,0.0934029106884518,0.00467014553442259,0.005137160087864849,2.802087320653554,23.117220395391822,1
