Time,Total Count,Cars,motorcycles,buss,Trucks,Code,Vehicle,Entry,Exit
9:06,,,,,,ane,car,north,east
9:06,,,,,,bse,motorcycle,south,east
9:06,,,,,,bws,motorcycle,west,south
9:06,,,,,,bsn,motorcycle,south,north
9:06,,,,,,bew,motorcycle,east,west
9:06,,,,,,cse,bus,south,east
9:07,11,6,4,1,0,anw,car,north,west
9:07,,,,,,bsn,motorcycle,south,north
9:07,,,,,,bew,motorcycle,east,west
9:07,,,,,,awe,car,west,east
9:07,,,,,,cwe,bus,west,east
9:07,,,,,,awe,car,west,east
9:07,,,,,,ase,car,south,east
9:07,,,,,,asn,car,south,north
9:07,,,,,,ans,car,north,south
9:07,,,,,,bwe,motorcycle,west,east
9:07,,,,,,bew,motorcycle,east,west
9:08,8,2,6,0,0,bew,motorcycle,east,west
9:08,,,,,,aws,car,west,south
9:08,,,,,,bwe,motorcycle,west,east
9:08,,,,,,bws,motorcycle,west,south
9:08,,,,,,bwe,motorcycle,west,east
9:08,,,,,,bwn,motorcycle,west,north
9:08,,,,,,awe,car,west,east
9:08,,,,,,bwe,motorcycle,west,east
9:09,12,2,8,2,0,bns,motorcycle,north,south
9:09,,,,,,bns,motorcycle,north,south
9:09,,,,,,bew,motorcycle,east,west
9:09,,,,,,bes,motorcycle,east,south
9:09,,,,,,bsn,motorcycle,south,north
9:09,,,,,,bsw,motorcycle,south,west
9:09,,,,,,cwe,bus,west,east
9:09,,,,,,bsn,motorcycle,south,north
9:09,,,,,,ans,car,north,south
9:09,,,,,,cse,bus,south,east
9:09,,,,,,ane,car,north,east
9:09,,,,,,bns,motorcycle,north,south
9:10,10,5,4,1,0,cse,bus,south,east
9:10,,,,,,bse,motorcycle,south,east
9:10,,,,,,ans,car,north,south
9:10,,,,,,awe,car,west,east
9:10,,,,,,awn,car,west,north
9:10,,,,,,ase,car,south,east
9:10,,,,,,bne,motorcycle,north,east
9:10,,,,,,asw,car,south,west
9:10,,,,,,bns,motorcycle,north,south
9:10,,,,,,bse,motorcycle,south,east
9:11,6,4,2,0,0,ans,car,north,south
9:11,,,,,,awe,car,west,east
9:11,,,,,,aws,car,west,south
9:11,,,,,,bsw,motorcycle,south,west
9:11,,,,,,bsn,motorcycle,south,north
9:11,,,,,,asn,car,south,north
9:12,13,8,5,0,0,aws,car,west,south
9:12,,,,,,ans,car,north,south
9:12,,,,,,bne,motorcycle,north,east
9:12,,,,,,bwe,motorcycle,west,east
9:12,,,,,,awe,car,west,east
9:12,,,,,,asn,car,south,north
9:12,,,,,,ans,car,north,south
9:12,,,,,,ase,car,south,east
9:12,,,,,,bsn,motorcycle,south,north
9:12,,,,,,awe,car,west,east
9:12,,,,,,awe,car,west,east
9:12,,,,,,bns,motorcycle,north,south
9:12,,,,,,bws,motorcycle,west,south
9:13,12,8,3,1,0,awe,car,west,east
9:13,,,,,,bns,motorcycle,north,south
9:13,,,,,,ase,car,south,east
9:13,,,,,,cse,bus,south,east
9:13,,,,,,asn,car,south,north
9:13,,,,,,asw,car,south,west
9:13,,,,,,bew,motorcycle,east,west
9:13,,,,,,bse,motorcycle,south,east
9:13,,,,,,asn,car,south,north
9:13,,,,,,aen,car,east,north
9:13,,,,,,awe,car,west,east
9:13,,,,,,ans,car,north,south
9:14,12,7,5,0,0,asn,car,south,north
9:14,,,,,,asn,car,south,north
9:14,,,,,,ane,car,north,east
9:14,,,,,,aew,car,east,west
9:14,,,,,,bes,motorcycle,east,south
9:14,,,,,,asn,car,south,north
9:14,,,,,,bse,motorcycle,south,east
9:14,,,,,,ben,motorcycle,east,north
9:14,,,,,,ben,motorcycle,east,north
9:14,,,,,,ans,car,north,south
9:14,,,,,,asn,car,south,north
9:14,,,,,,bse,motorcycle,south,east
9:15,7,5,2,0,0,bwe,motorcycle,west,east
9:15,,,,,,awe,car,west,east
9:15,,,,,,ase,car,south,east
9:15,,,,,,aew,car,east,west
9:15,,,,,,anw,car,north,west
9:15,,,,,,aws,car,west,south
9:15,,,,,,bwe,motorcycle,west,east
9:16,14,7,6,1,0,bns,motorcycle,north,south
9:16,,,,,,bns,motorcycle,north,south
9:16,,,,,,bsn,motorcycle,south,north
9:16,,,,,,awe,car,west,east
9:16,,,,,,cse,bus,south,east
9:16,,,,,,awe,car,west,east
9:16,,,,,,awe,car,west,east
9:16,,,,,,asn,car,south,north
9:16,,,,,,asn,car,south,north
9:16,,,,,,bsw,motorcycle,south,west
9:16,,,,,,bew,motorcycle,east,west
9:16,,,,,,asn,car,south,north
9:16,,,,,,bsn,motorcycle,south,north
9:16,,,,,,asw,car,south,west
9:17,7,5,2,0,0,bsw,motorcycle,south,west
9:17,,,,,,awe,car,west,east
9:17,,,,,,awe,car,west,east
9:17,,,,,,asw,car,south,west
9:17,,,,,,bsn,motorcycle,south,north
9:17,,,,,,aes,car,east,south
9:17,,,,,,aws,car,west,south
9:18,7,4,2,0,1,aew,car,east,west
9:18,,,,,,aws,car,west,south
9:18,,,,,,asn,car,south,north
9:18,,,,,,asw,car,south,west
9:18,,,,,,bns,motorcycle,north,south
9:18,,,,,,xsn,truck,south,north
9:18,,,,,,bsn,motorcycle,south,north
9:19,12,9,2,1,0,awn,car,west,north
9:19,,,,,,asn,car,south,north
9:19,,,,,,awe,car,west,east
9:19,,,,,,ase,car,south,east
9:19,,,,,,bwe,motorcycle,west,east
9:19,,,,,,bws,motorcycle,west,south
9:19,,,,,,awe,car,west,east
9:19,,,,,,cwe,bus,west,east
9:19,,,,,,awe,car,west,east
9:19,,,,,,ans,car,north,south
9:19,,,,,,anw,car,north,west
9:19,,,,,,aew,car,east,west
9:20,10,5,3,2,0,cwe,bus,west,east
9:20,,,,,,bwe,motorcycle,west,east
9:20,,,,,,bsw,motorcycle,south,west
9:20,,,,,,ase,car,south,east
9:20,,,,,,cse,bus,south,east
9:20,,,,,,bse,motorcycle,south,east
9:20,,,,,,asn,car,south,north
9:20,,,,,,aws,car,west,south
9:20,,,,,,asn,car,south,north
9:20,,,,,,awe,car,west,east
9:21,9,5,2,1,1,asn,car,south,north
9:21,,,,,,awe,car,west,east
9:21,,,,,,xws,truck,west,south
9:21,,,,,,cse,bus,south,east
9:21,,,,,,bsw,motorcycle,south,west
9:21,,,,,,asw,car,south,west
9:21,,,,,,asn,car,south,north
9:21,,,,,,bws,motorcycle,west,south
9:21,,,,,,asn,car,south,north
9:22,14,10,3,1,0,ase,car,south,east
9:22,,,,,,awn,car,west,north
9:22,,,,,,bne,motorcycle,north,east
9:22,,,,,,aws,car,west,south
9:22,,,,,,awe,car,west,east
9:22,,,,,,bwn,motorcycle,west,north
9:22,,,,,,cse,bus,south,east
9:22,,,,,,bsn,motorcycle,south,north
9:22,,,,,,awe,car,west,east
9:22,,,,,,aws,car,west,south
9:22,,,,,,awe,car,west,east
9:22,,,,,,ans,car,north,south
9:22,,,,,,ans,car,north,south
9:22,,,,,,ane,car,north,east
9:23,8,3,3,1,1,anw,car,north,west
9:23,,,,,,aen,car,east,north
9:23,,,,,,cse,bus,south,east
9:23,,,,,,bns,motorcycle,north,south
9:23,,,,,,bse,motorcycle,south,east
9:23,,,,,,bsn,motorcycle,south,north
9:23,,,,,,awe,car,west,east
9:23,,,,,,xse,truck,south,east
9:24,11,4,5,1,1,xse,truck,south,east
9:24,,,,,,awe,car,west,east
9:24,,,,,,bwe,motorcycle,west,east
9:24,,,,,,bse,motorcycle,south,east
9:24,,,,,,bwe,motorcycle,west,east
9:24,,,,,,bse,motorcycle,south,east
9:24,,,,,,bew,motorcycle,east,west
9:24,,,,,,ase,car,south,east
9:24,,,,,,ase,car,south,east
9:24,,,,,,cse,bus,south,east
9:24,,,,,,asn,car,south,north
9:25,7,4,2,1,0,awe,car,west,east
9:25,,,,,,ase,car,south,east
9:25,,,,,,aes,car,east,south
9:25,,,,,,bsn,motorcycle,south,north
9:25,,,,,,bsn,motorcycle,south,north
9:25,,,,,,ans,car,north,south
9:25,,,,,,cne,bus,north,east
9:26,6,2,2,1,1,cse,bus,south,east
9:26,,,,,,ben,motorcycle,east,north
9:26,,,,,,bwe,motorcycle,west,east
9:26,,,,,,anw,car,north,west
9:26,,,,,,awe,car,west,east
9:26,,,,,,xws,truck,west,south
9:27,5,0,5,0,0,bsn,motorcycle,south,north
9:27,,,,,,bsn,motorcycle,south,north
9:27,,,,,,bew,motorcycle,east,west
9:27,,,,,,bwe,motorcycle,west,east
9:27,,,,,,bsn,motorcycle,south,north
9:28,7,4,3,0,0,bew,motorcycle,east,west
9:28,,,,,,bsn,motorcycle,south,north
9:28,,,,,,asw,car,south,west
9:28,,,,,,ans,car,north,south
9:28,,,,,,bwe,motorcycle,west,east
9:28,,,,,,asn,car,south,north
9:28,,,,,,awn,car,west,north
9:29,7,4,3,0,0,anw,car,north,west
9:29,,,,,,bns,motorcycle,north,south
9:29,,,,,,aws,car,west,south
9:29,,,,,,bns,motorcycle,north,south
9:29,,,,,,asw,car,south,west
9:29,,,,,,aes,car,east,south
9:29,,,,,,bwe,motorcycle,west,east
9:30,6,2,3,1,0,aws,car,west,south
9:30,,,,,,bsn,motorcycle,south,north
9:30,,,,,,cse,bus,south,east
9:30,,,,,,bse,motorcycle,south,east
9:30,,,,,,asn,car,south,north
9:30,,,,,,bwe,motorcycle,west,east
9:31,5,4,1,0,0,ase,car,south,east
9:31,,,,,,bws,motorcycle,west,south
9:31,,,,,,aws,car,west,south
9:31,,,,,,awn,car,west,north
9:31,,,,,,asn,car,south,north
9:32,1,1,0,0,0,asw,car,south,west
9:33,9,3,4,2,0,asn,car,south,north
9:33,,,,,,bse,motorcycle,south,east
9:33,,,,,,cwe,bus,west,east
9:33,,,,,,bwe,motorcycle,west,east
9:33,,,,,,ans,car,north,south
9:33,,,,,,bwe,motorcycle,west,east
9:33,,,,,,cwe,bus,west,east
9:33,,,,,,asw,car,south,west
9:33,,,,,,bse,motorcycle,south,east
9:34,8,3,5,0,0,bns,motorcycle,north,south
9:34,,,,,,bns,motorcycle,north,south
9:34,,,,,,bsn,motorcycle,south,north
9:34,,,,,,ben,motorcycle,east,north
9:34,,,,,,ase,car,south,east
9:34,,,,,,awe,car,west,east
9:34,,,,,,awn,car,west,north
9:34,,,,,,bwe,motorcycle,west,east
9:35,6,5,1,0,0,ase,car,south,east
9:35,,,,,,asn,car,south,north
9:35,,,,,,awe,car,west,east
9:35,,,,,,asw,car,south,west
9:35,,,,,,asn,car,south,north
9:35,,,,,,bns,motorcycle,north,south
9:36,9,4,4,0,1,awn,car,west,north
9:36,,,,,,bse,motorcycle,south,east
9:36,,,,,,aws,car,west,south
9:36,,,,,,anw,car,north,west
9:36,,,,,,bes,motorcycle,east,south
9:36,,,,,,xsw,truck,south,west
9:36,,,,,,ase,car,south,east
9:36,,,,,,bne,motorcycle,north,east
9:36,,,,,,bse,motorcycle,south,east
9:37,7,3,1,3,0,cse,bus,south,east
9:37,,,,,,ane,car,north,east
9:37,,,,,,bns,motorcycle,north,south
9:37,,,,,,cse,bus,south,east
9:37,,,,,,cwe,bus,west,east
9:37,,,,,,ans,car,north,south
9:37,,,,,,aws,car,west,south
9:38,4,2,2,0,0,bwe,motorcycle,west,east
9:38,,,,,,ans,car,north,south
9:38,,,,,,awe,car,west,east
9:38,,,,,,bne,motorcycle,north,east
9:39,5,0,5,0,0,bsw,motorcycle,south,west
9:39,,,,,,bnw,motorcycle,north,west
9:39,,,,,,bsn,motorcycle,south,north
9:39,,,,,,bns,motorcycle,north,south
9:39,,,,,,bns,motorcycle,north,south
9:40,3,1,2,0,0,bnw,motorcycle,north,west
9:40,,,,,,bwn,motorcycle,west,north
9:40,,,,,,asw,car,south,west
9:41,3,3,0,0,0,ase,car,south,east
9:41,,,,,,ase,car,south,east
9:41,,,,,,aws,car,west,south
9:42,7,3,2,2,0,cse,bus,south,east
9:42,,,,,,bse,motorcycle,south,east
9:42,,,,,,awn,car,west,north
9:42,,,,,,cse,bus,south,east
9:42,,,,,,asn,car,south,north
9:42,,,,,,bwe,motorcycle,west,east
9:42,,,,,,aws,car,west,south
9:43,2,1,1,0,0,bnw,motorcycle,north,west
9:43,,,,,,aws,car,west,south
9:44,13,9,2,2,0,asn,car,south,north
9:44,,,,,,anw,car,north,west
9:44,,,,,,cwe,bus,west,east
9:44,,,,,,cwe,bus,west,east
9:44,,,,,,bsn,motorcycle,south,north
9:44,,,,,,bwe,motorcycle,west,east
9:44,,,,,,awe,car,west,east
9:44,,,,,,awe,car,west,east
9:44,,,,,,awe,car,west,east
9:44,,,,,,ans,car,north,south
9:44,,,,,,asw,car,south,west
9:44,,,,,,ase,car,south,east
9:44,,,,,,awe,car,west,east
9:45,4,0,2,2,0,cse,bus,south,east
9:45,,,,,,cse,bus,south,east
9:45,,,,,,bns,motorcycle,north,south
9:45,,,,,,bns,motorcycle,north,south
9:46,5,5,0,0,0,aew,car,east,west
9:46,,,,,,anw,car,north,west
9:46,,,,,,awe,car,west,east
9:46,,,,,,ase,car,south,east
9:46,,,,,,aws,car,west,south
9:47,3,2,1,0,0,anw,car,north,west
9:47,,,,,,ase,car,south,east
9:47,,,,,,bse,motorcycle,south,east
9:48,5,3,1,1,0,ane,car,north,east
9:48,,,,,,bwe,motorcycle,west,east
9:48,,,,,,cse,bus,south,east
9:48,,,,,,ase,car,south,east
9:48,,,,,,asn,car,south,north
9:49,9,6,1,2,0,asw,car,south,west
9:49,,,,,,asw,car,south,west
9:49,,,,,,bse,motorcycle,south,east
9:49,,,,,,ane,car,north,east
9:49,,,,,,ans,car,north,south
9:49,,,,,,cse,bus,south,east
9:49,,,,,,cwe,bus,west,east
9:49,,,,,,asn,car,south,north
9:49,,,,,,awe,car,west,east
9:50,5,3,2,0,0,awe,car,west,east
9:50,,,,,,aew,car,east,west
9:50,,,,,,bsw,motorcycle,south,west
9:50,,,,,,bsn,motorcycle,south,north
9:50,,,,,,asn,car,south,north
9:51,8,4,4,0,0,bse,motorcycle,south,east
9:51,,,,,,bsn,motorcycle,south,north
9:51,,,,,,aew,car,east,west
9:51,,,,,,awe,car,west,east
9:51,,,,,,asn,car,south,north
9:51,,,,,,ase,car,south,east
9:51,,,,,,bwe,motorcycle,west,east
9:51,,,,,,bwe,motorcycle,west,east
9:52,15,10,2,3,0,ase,car,south,east
9:52,,,,,,aew,car,east,west
9:52,,,,,,asn,car,south,north
9:52,,,,,,cwe,bus,west,east
9:52,,,,,,asw,car,south,west
9:52,,,,,,ben,motorcycle,east,north
9:52,,,,,,asw,car,south,west
9:52,,,,,,cse,bus,south,east
9:52,,,,,,asn,car,south,north
9:52,,,,,,asn,car,south,north
9:52,,,,,,csn,bus,south,north
9:52,,,,,,ben,motorcycle,east,north
9:52,,,,,,asn,car,south,north
9:52,,,,,,asn,car,south,north
9:52,,,,,,asn,car,south,north
9:53,6,1,3,2,0,bse,motorcycle,south,east
9:53,,,,,,bse,motorcycle,south,east
9:53,,,,,,ane,car,north,east
9:53,,,,,,cse,bus,south,east
9:53,,,,,,cwe,bus,west,east
9:53,,,,,,bes,motorcycle,east,south
9:54,6,3,1,1,1,aee,car,east,east
9:54,,,,,,bsn,motorcycle,south,north
9:54,,,,,,ane,car,north,east
9:54,,,,,,xse,truck,south,east
9:54,,,,,,ase,car,south,east
9:54,,,,,,cwe,bus,west,east
9:55,3,0,3,0,0,bwe,motorcycle,west,east
9:55,,,,,,bse,motorcycle,south,east
9:55,,,,,,bse,motorcycle,south,east
9:56,9,5,2,0,2,awe,car,west,east
9:56,,,,,,ans,car,north,south
9:56,,,,,,awe,car,west,east
9:56,,,,,,xsn,truck,south,north
9:56,,,,,,bnw,motorcycle,north,west
9:56,,,,,,bwe,motorcycle,west,east
9:56,,,,,,anw,car,north,west
9:56,,,,,,awe,car,west,east
9:56,,,,,,xsw,truck,south,west
9:57,3,1,1,1,0,awe,car,west,east
9:57,,,,,,cse,bus,south,east
9:57,,,,,,bwn,motorcycle,west,north
9:58,9,4,4,1,0,bnw,motorcycle,north,west
9:58,,,,,,bns,motorcycle,north,south
9:58,,,,,,bse,motorcycle,south,east
9:58,,,,,,bse,motorcycle,south,east
9:58,,,,,,cse,bus,south,east
9:58,,,,,,awe,car,west,east
9:58,,,,,,aes,car,east,south
9:58,,,,,,awn,car,west,north
9:58,,,,,,anw,car,north,west
9:59,6,3,3,0,0,ans,car,north,south
9:59,,,,,,ase,car,south,east
9:59,,,,,,bns,motorcycle,north,south
9:59,,,,,,bwe,motorcycle,west,east
9:59,,,,,,bwe,motorcycle,west,east
9:59,,,,,,ane,car,north,east
10:00,5,1,3,1,0,bew,motorcycle,east,west
10:00,,,,,,awe,car,west,east
10:00,,,,,,bwe,motorcycle,west,east
10:00,,,,,,bwe,motorcycle,west,east
10:00,,,,,,cse,bus,south,east
10:01,8,6,0,2,0,cwe,bus,west,east
10:01,,,,,,ase,car,south,east
10:01,,,,,,awe,car,west,east
10:01,,,,,,asn,car,south,north
10:01,,,,,,asn,car,south,north
10:01,,,,,,awe,car,west,east
10:01,,,,,,asn,car,south,north
10:01,,,,,,cse,bus,south,east
10:02,7,6,0,0,1,awe,car,west,east
10:02,,,,,,awe,car,west,east
10:02,,,,,,asn,car,south,north
10:02,,,,,,aew,car,east,west
10:02,,,,,,xew,truck,east,west
10:02,,,,,,awe,car,west,east
10:02,,,,,,ane,car,north,east
10:03,2,0,1,1,0,cwe,bus,west,east
10:03,,,,,,bns,motorcycle,north,south
10:04,15,8,5,1,1,awe,car,west,east
10:04,,,,,,bne,motorcycle,north,east
10:04,,,,,,xsw,truck,south,west
10:04,,,,,,ans,car,north,south
10:04,,,,,,bse,motorcycle,south,east
10:04,,,,,,ase,car,south,east
10:04,,,,,,asn,car,south,north
10:04,,,,,,awe,car,west,east
10:04,,,,,,bwe,motorcycle,west,east
10:04,,,,,,cse,bus,south,east
10:04,,,,,,asn,car,south,north
10:04,,,,,,bwe,motorcycle,west,east
10:04,,,,,,awe,car,west,east
10:04,,,,,,ane,car,north,east
10:04,,,,,,bes,motorcycle,east,south
10:05,8,2,4,1,1,xse,truck,south,east
10:05,,,,,,bwe,motorcycle,west,east
10:05,,,,,,ans,car,north,south
10:05,,,,,,ans,car,north,south
10:05,,,,,,bwe,motorcycle,west,east
10:05,,,,,,cse,bus,south,east
10:05,,,,,,bwe,motorcycle,west,east
10:05,,,,,,bws,motorcycle,west,south
10:06,10,8,1,0,1,asn,car,south,north
10:06,,,,,,xew,truck,east,west
10:06,,,,,,ane,car,north,east
10:06,,,,,,awe,car,west,east
10:06,,,,,,awe,car,west,east
10:06,,,,,,awe,car,west,east
10:06,,,,,,asw,car,south,west
10:06,,,,,,ase,car,south,east
10:06,,,,,,ase,car,south,east
10:06,,,,,,bsw,motorcycle,south,west
10:07,7,4,2,1,0,bns,motorcycle,north,south
10:07,,,,,,ans,car,north,south
10:07,,,,,,ans,car,north,south
10:07,,,,,,anw,car,north,west
10:07,,,,,,bsn,motorcycle,south,north
10:07,,,,,,ans,car,north,south
10:07,,,,,,cse,bus,south,east
10:08,7,3,3,1,0,bne,motorcycle,north,east
10:08,,,,,,bsn,motorcycle,south,north
10:08,,,,,,bns,motorcycle,north,south
10:08,,,,,,awn,car,west,north
10:08,,,,,,aew,car,east,west
10:08,,,,,,ans,car,north,south
10:08,,,,,,cse,bus,south,east
10:09,5,1,3,1,0,bew,motorcycle,east,west
10:09,,,,,,bsn,motorcycle,south,north
10:09,,,,,,bse,motorcycle,south,east
10:09,,,,,,cse,bus,south,east
10:09,,,,,,awe,car,west,east
10:10,5,3,2,0,0,bwe,motorcycle,west,east
10:10,,,,,,ane,car,north,east
10:10,,,,,,asw,car,south,west
10:10,,,,,,ans,car,north,south
10:10,,,,,,bwe,motorcycle,west,east
10:11,5,1,2,2,0,bns,motorcycle,north,south
10:11,,,,,,bnw,motorcycle,north,west
10:11,,,,,,cse,bus,south,east
10:11,,,,,,cwe,bus,west,east
10:11,,,,,,aws,car,west,south
10:12,10,6,4,0,0,bse,motorcycle,south,east
10:12,,,,,,awe,car,west,east
10:12,,,,,,asn,car,south,north
10:12,,,,,,awe,car,west,east
10:12,,,,,,bse,motorcycle,south,east
10:12,,,,,,asn,car,south,north
10:12,,,,,,asn,car,south,north
10:12,,,,,,bse,motorcycle,south,east
10:12,,,,,,bns,motorcycle,north,south
10:12,,,,,,awe,car,west,east
10:13,6,3,0,2,1,cwe,bus,west,east
10:13,,,,,,asn,car,south,north
10:13,,,,,,xwe,truck,west,east
10:13,,,,,,ans,car,north,south
10:13,,,,,,cse,bus,south,east
10:13,,,,,,ans,car,north,south
10:14,3,1,2,0,0,bwe,motorcycle,west,east
10:14,,,,,,ans,car,north,south
10:14,,,,,,bse,motorcycle,south,east
10:15,8,4,4,0,0,awe,car,west,east
10:15,,,,,,bwn,motorcycle,west,north
10:15,,,,,,aws,car,west,south
10:15,,,,,,awe,car,west,east
10:15,,,,,,bsn,motorcycle,south,north
10:15,,,,,,ben,motorcycle,east,north
10:15,,,,,,aes,car,east,south
10:15,,,,,,bnw,motorcycle,north,west
10:16,9,5,3,1,0,cse,bus,south,east
10:16,,,,,,bsn,motorcycle,south,north
10:16,,,,,,aws,car,west,south
10:16,,,,,,aws,car,west,south
10:16,,,,,,ans,car,north,south
10:16,,,,,,bwe,motorcycle,west,east
10:16,,,,,,ans,car,north,south
10:16,,,,,,awe,car,west,east
10:16,,,,,,bwe,motorcycle,west,east
10:17,6,5,1,0,0,aew,car,east,west
10:17,,,,,,ase,car,south,east
10:17,,,,,,bes,motorcycle,east,south
10:17,,,,,,asw,car,south,west
10:17,,,,,,asn,car,south,north
10:17,,,,,,asn,car,south,north
10:18,3,1,2,0,0,bws,motorcycle,west,south
10:18,,,,,,bse,motorcycle,south,east
10:18,,,,,,aew,car,east,west
10:19,12,6,4,2,0,bsw,motorcycle,south,west
10:19,,,,,,bns,motorcycle,north,south
10:19,,,,,,cse,bus,south,east
10:19,,,,,,ase,car,south,east
10:19,,,,,,bwe,motorcycle,west,east
10:19,,,,,,bwe,motorcycle,west,east
10:19,,,,,,awe,car,west,east
10:19,,,,,,awe,car,west,east
10:19,,,,,,aew,car,east,west
10:19,,,,,,anw,car,north,west
10:19,,,,,,awe,car,west,east
10:19,,,,,,cwe,bus,west,east
10:20,2,0,2,0,0,bns,motorcycle,north,south
10:20,,,,,,bnw,motorcycle,north,west
10:21,2,0,2,0,0,bse,motorcycle,south,east
10:21,,,,,,bwe,motorcycle,west,east
10:22,10,3,6,1,0,ans,car,north,south
10:22,,,,,,asn,car,south,north
10:22,,,,,,cse,bus,south,east
10:22,,,,,,bse,motorcycle,south,east
10:22,,,,,,asn,car,south,north
10:22,,,,,,bwe,motorcycle,west,east
10:22,,,,,,bew,motorcycle,east,west
10:22,,,,,,bwe,motorcycle,west,east
10:22,,,,,,bwe,motorcycle,west,east
10:22,,,,,,bes,motorcycle,east,south
10:23,5,3,1,1,0,anw,car,north,west
10:23,,,,,,cse,bus,south,east
10:23,,,,,,bwe,motorcycle,west,east
10:23,,,,,,awe,car,west,east
10:23,,,,,,anw,car,north,west
10:24,10,5,4,0,1,bwe,motorcycle,west,east
10:24,,,,,,bsw,motorcycle,south,west
10:24,,,,,,asw,car,south,west
10:24,,,,,,asw,car,south,west
10:24,,,,,,xew,truck,east,west
10:24,,,,,,asn,car,south,north
10:24,,,,,,bew,motorcycle,east,west
10:24,,,,,,ans,car,north,south
10:24,,,,,,awe,car,west,east
10:24,,,,,,bwe,motorcycle,west,east
10:25,5,1,4,0,0,bes,motorcycle,east,south
10:25,,,,,,ase,car,south,east
10:25,,,,,,bnw,motorcycle,north,west
10:25,,,,,,bsn,motorcycle,south,north
10:25,,,,,,bwn,motorcycle,west,north
10:26,7,3,3,1,0,bwe,motorcycle,west,east
10:26,,,,,,awe,car,west,east
10:26,,,,,,bse,motorcycle,south,east
10:26,,,,,,bwe,motorcycle,west,east
10:26,,,,,,aws,car,west,south
10:26,,,,,,awe,car,west,east
10:26,,,,,,cse,bus,south,east
10:27,6,1,4,1,0,bwe,motorcycle,west,east
10:27,,,,,,bws,motorcycle,west,south
10:27,,,,,,bsn,motorcycle,south,north
10:27,,,,,,aew,car,east,west
10:27,,,,,,cwe,bus,west,east
10:27,,,,,,bse,motorcycle,south,east
10:28,12,4,8,0,0,bsn,motorcycle,south,north
10:28,,,,,,ans,car,north,south
10:28,,,,,,bns,motorcycle,north,south
10:28,,,,,,bse,motorcycle,south,east
10:28,,,,,,awe,car,west,east
10:28,,,,,,bne,motorcycle,north,east
10:28,,,,,,ase,car,south,east
10:28,,,,,,asn,car,south,north
10:28,,,,,,bse,motorcycle,south,east
10:28,,,,,,bwe,motorcycle,west,east
10:28,,,,,,bwe,motorcycle,west,east
10:28,,,,,,bwe,motorcycle,west,east
10:29,8,4,2,2,0,asw,car,south,west
10:29,,,,,,cse,bus,south,east
10:29,,,,,,bwe,motorcycle,west,east
10:29,,,,,,anw,car,north,west
10:29,,,,,,bns,motorcycle,north,south
10:29,,,,,,cwe,bus,west,east
10:29,,,,,,aws,car,west,south
10:29,,,,,,awe,car,west,east
10:30,6,4,1,1,0,bwe,motorcycle,west,east
10:30,,,,,,awe,car,west,east
10:30,,,,,,aws,car,west,south
10:30,,,,,,aws,car,west,south
10:30,,,,,,aws,car,west,south
10:30,,,,,,cse,bus,south,east
10:31,9,8,1,0,0,ans,car,north,south
10:31,,,,,,awe,car,west,east
10:31,,,,,,anw,car,north,west
10:31,,,,,,awe,car,west,east
10:31,,,,,,ans,car,north,south
10:31,,,,,,ans,car,north,south
10:31,,,,,,ane,car,north,east
10:31,,,,,,bnw,motorcycle,north,west
10:31,,,,,,aws,car,west,south
10:32,7,1,3,1,2,xws,truck,west,south
10:32,,,,,,bne,motorcycle,north,east
10:32,,,,,,bnw,motorcycle,north,west
10:32,,,,,,bsn,motorcycle,south,north
10:32,,,,,,xwn,truck,west,north
10:32,,,,,,ans,car,north,south
10:32,,,,,,cse,bus,south,east
10:33,10,5,4,1,0,bsn,motorcycle,south,north
10:33,,,,,,awe,car,west,east
10:33,,,,,,awe,car,west,east
10:33,,,,,,awe,car,west,east
10:33,,,,,,awe,car,west,east
10:33,,,,,,csn,bus,south,north
10:33,,,,,,ane,car,north,east
10:33,,,,,,bns,motorcycle,north,south
10:33,,,,,,bnw,motorcycle,north,west
10:33,,,,,,bwe,motorcycle,west,east
10:34,9,5,2,2,0,ane,car,north,east
10:34,,,,,,cwe,bus,west,east
10:34,,,,,,cse,bus,south,east
10:34,,,,,,bse,motorcycle,south,east
10:34,,,,,,ans,car,north,south
10:34,,,,,,ase,car,south,east
10:34,,,,,,ase,car,south,east
10:34,,,,,,awe,car,west,east
10:34,,,,,,ben,motorcycle,east,north
10:35,3,1,2,0,0,bns,motorcycle,north,south
10:35,,,,,,bse,motorcycle,south,east
10:35,,,,,,anw,car,north,west
10:36,9,3,6,0,0,bwe,motorcycle,west,east
10:36,,,,,,awe,car,west,east
10:36,,,,,,ben,motorcycle,east,north
10:36,,,,,,ben,motorcycle,east,north
10:36,,,,,,awn,car,west,north
10:36,,,,,,ase,car,south,east
10:36,,,,,,bew,motorcycle,east,west
10:36,,,,,,bsn,motorcycle,south,north
10:36,,,,,,bsw,motorcycle,south,west
10:37,9,6,2,1,0,bwe,motorcycle,west,east
10:37,,,,,,cse,bus,south,east
10:37,,,,,,asn,car,south,north
10:37,,,,,,aen,car,east,north
10:37,,,,,,ans,car,north,south
10:37,,,,,,bws,motorcycle,west,south
10:37,,,,,,ans,car,north,south
10:37,,,,,,asn,car,south,north
10:37,,,,,,awe,car,west,east
10:38,6,5,1,0,0,asn,car,south,north
10:38,,,,,,awe,car,west,east
10:38,,,,,,asn,car,south,north
10:38,,,,,,bns,motorcycle,north,south
10:38,,,,,,awe,car,west,east
