Time,Total Count,Cars,motorcycles,buss,Trucks,Code,Vehicle,Entry,Exit
6:36,7,3,4,0,0,bwe,motorcycle,west,east
6:36,,,,,,bsw,motorcycle,south,west
6:36,,,,,,bws,motorcycle,west,south
6:36,,,,,,asn,car,south,north
6:36,,,,,,bwe,motorcycle,west,east
6:36,,,,,,awe,car,west,east
6:36,,,,,,ans,car,north,south
6:37,7,5,2,0,0,bnw,motorcycle,north,west
6:37,,,,,,bns,motorcycle,north,south
6:37,,,,,,asn,car,south,north
6:37,,,,,,aws,car,west,south
6:37,,,,,,asw,car,south,west
6:37,,,,,,ase,car,south,east
6:37,,,,,,ans,car,north,south
6:38,7,2,3,2,0,bsn,motorcycle,south,north
6:38,,,,,,bns,motorcycle,north,south
6:38,,,,,,asn,car,south,north
6:38,,,,,,bsn,motorcycle,south,north
6:38,,,,,,cwe,bus,west,east
6:38,,,,,,cse,bus,south,east
6:38,,,,,,asn,car,south,north
6:39,8,3,4,1,0,anw,car,north,west
6:39,,,,,,bwe,motorcycle,west,east
6:39,,,,,,bew,motorcycle,east,west
6:39,,,,,,awe,car,west,east
6:39,,,,,,bwe,motorcycle,west,east
6:39,,,,,,bsn,motorcycle,south,north
6:39,,,,,,cwe,bus,west,east
6:39,,,,,,ane,car,north,east
6:40,11,3,5,1,2,bwe,motorcycle,west,east
6:40,,,,,,bsn,motorcycle,south,north
6:40,,,,,,aws,car,west,south
6:40,,,,,,xwn,truck,west,north
6:40,,,,,,bwe,motorcycle,west,east
6:40,,,,,,asw,car,south,west
6:40,,,,,,bew,motorcycle,east,west
6:40,,,,,,ans,car,north,south
6:40,,,,,,xwe,truck,west,east
6:40,,,,,,bns,motorcycle,north,south
6:40,,,,,,cse,bus,south,east
6:41,3,3,0,0,0,aws,car,west,south
6:41,,,,,,asw,car,south,west
6:41,,,,,,aws,car,west,south
6:42,15,10,4,1,0,bwe,motorcycle,west,east
6:42,,,,,,awe,car,west,east
6:42,,,,,,awe,car,west,east
6:42,,,,,,bsn,motorcycle,south,north
6:42,,,,,,awe,car,west,east
6:42,,,,,,bwe,motorcycle,west,east
6:42,,,,,,awe,car,west,east
6:42,,,,,,ase,car,south,east
6:42,,,,,,aws,car,west,south
6:42,,,,,,awe,car,west,east
6:42,,,,,,cwe,bus,west,east
6:42,,,,,,aws,car,west,south
6:42,,,,,,bse,motorcycle,south,east
6:42,,,,,,aws,car,west,south
6:42,,,,,,awe,car,west,east
6:43,9,3,5,1,0,awe,car,west,east
6:43,,,,,,aws,car,west,south
6:43,,,,,,bew,motorcycle,east,west
6:43,,,,,,bwe,motorcycle,west,east
6:43,,,,,,bnw,motorcycle,north,west
6:43,,,,,,bns,motorcycle,north,south
6:43,,,,,,bwe,motorcycle,west,east
6:43,,,,,,cwe,bus,west,east
6:43,,,,,,asw,car,south,west
6:44,5,2,3,0,0,aws,car,west,south
6:44,,,,,,awe,car,west,east
6:44,,,,,,bwe,motorcycle,west,east
6:44,,,,,,bsn,motorcycle,south,north
6:44,,,,,,bsn,motorcycle,south,north
6:45,10,5,4,1,0,aew,car,east,west
6:45,,,,,,awe,car,west,east
6:45,,,,,,bwn,motorcycle,west,north
6:45,,,,,,bsn,motorcycle,south,north
6:45,,,,,,bsw,motorcycle,south,west
6:45,,,,,,bwe,motorcycle,west,east
6:45,,,,,,cse,bus,south,east
6:45,,,,,,awe,car,west,east
6:45,,,,,,asw,car,south,west
6:45,,,,,,awe,car,west,east
6:46,11,8,2,1,0,aws,car,west,south
6:46,,,,,,asw,car,south,west
6:46,,,,,,awe,car,west,east
6:46,,,,,,bne,motorcycle,north,east
6:46,,,,,,bne,motorcycle,north,east
6:46,,,,,,asw,car,south,west
6:46,,,,,,asw,car,south,west
6:46,,,,,,awe,car,west,east
6:46,,,,,,awe,car,west,east
6:46,,,,,,cnw,bus,north,west
6:46,,,,,,aws,car,west,south
6:47,4,3,0,1,0,csw,bus,south,west
6:47,,,,,,awe,car,west,east
6:47,,,,,,ase,car,south,east
6:47,,,,,,anw,car,north,west
6:48,11,7,3,1,0,bne,motorcycle,north,east
6:48,,,,,,asn,car,south,north
6:48,,,,,,bwe,motorcycle,west,east
6:48,,,,,,asw,car,south,west
6:48,,,,,,bes,motorcycle,east,south
6:48,,,,,,awe,car,west,east
6:48,,,,,,aws,car,west,south
6:48,,,,,,cwe,bus,west,east
6:48,,,,,,awe,car,west,east
6:48,,,,,,awe,car,west,east
6:48,,,,,,awe,car,west,east
6:49,6,3,2,1,0,bnw,motorcycle,north,west
6:49,,,,,,asw,car,south,west
6:49,,,,,,cse,bus,south,east
6:49,,,,,,awe,car,west,east
6:49,,,,,,ans,car,north,south
6:49,,,,,,bws,motorcycle,west,south
6:50,12,1,8,3,0,bwn,motorcycle,west,north
6:50,,,,,,bws,motorcycle,west,south
6:50,,,,,,bwn,motorcycle,west,north
6:50,,,,,,cse,bus,south,east
6:50,,,,,,bse,motorcycle,south,east
6:50,,,,,,cse,bus,south,east
6:50,,,,,,bnw,motorcycle,north,west
6:50,,,,,,asn,car,south,north
6:50,,,,,,cwe,bus,west,east
6:50,,,,,,bnw,motorcycle,north,west
6:50,,,,,,bew,motorcycle,east,west
6:50,,,,,,bse,motorcycle,south,east
6:51,8,3,3,2,0,awe,car,west,east
6:51,,,,,,awe,car,west,east
6:51,,,,,,awe,car,west,east
6:51,,,,,,bws,motorcycle,west,south
6:51,,,,,,cse,bus,south,east
6:51,,,,,,bwe,motorcycle,west,east
6:51,,,,,,cwn,bus,west,north
6:51,,,,,,bsw,motorcycle,south,west
6:52,4,0,4,0,0,bwe,motorcycle,west,east
6:52,,,,,,bse,motorcycle,south,east
6:52,,,,,,bws,motorcycle,west,south
6:52,,,,,,bne,motorcycle,north,east
6:53,12,7,4,1,0,awn,car,west,north
6:53,,,,,,cwe,bus,west,east
6:53,,,,,,bwe,motorcycle,west,east
6:53,,,,,,awe,car,west,east
6:53,,,,,,aws,car,west,south
6:53,,,,,,bws,motorcycle,west,south
6:53,,,,,,asw,car,south,west
6:53,,,,,,awe,car,west,east
6:53,,,,,,aws,car,west,south
6:53,,,,,,awe,car,west,east
6:53,,,,,,bsn,motorcycle,south,north
6:53,,,,,,bwe,motorcycle,west,east
6:54,7,2,5,0,0,bew,motorcycle,east,west
6:54,,,,,,bwe,motorcycle,west,east
6:54,,,,,,aws,car,west,south
6:54,,,,,,bwe,motorcycle,west,east
6:54,,,,,,aws,car,west,south
6:54,,,,,,bws,motorcycle,west,south
6:54,,,,,,bwe,motorcycle,west,east
6:55,5,2,3,0,0,asn,car,south,north
6:55,,,,,,awe,car,west,east
6:55,,,,,,bsn,motorcycle,south,north
6:55,,,,,,bse,motorcycle,south,east
6:55,,,,,,bsw,motorcycle,south,west
6:56,11,2,7,1,1,awe,car,west,east
6:56,,,,,,cwe,bus,west,east
6:56,,,,,,xnw,truck,north,west
6:56,,,,,,bns,motorcycle,north,south
6:56,,,,,,awe,car,west,east
6:56,,,,,,bsw,motorcycle,south,west
6:56,,,,,,bwe,motorcycle,west,east
6:56,,,,,,bws,motorcycle,west,south
6:56,,,,,,bsn,motorcycle,south,north
6:56,,,,,,bse,motorcycle,south,east
6:56,,,,,,bse,motorcycle,south,east
6:57,13,8,5,0,0,bwe,motorcycle,west,east
6:57,,,,,,bwe,motorcycle,west,east
6:57,,,,,,ans,car,north,south
6:57,,,,,,aws,car,west,south
6:57,,,,,,asn,car,south,north
6:57,,,,,,asn,car,south,north
6:57,,,,,,awe,car,west,east
6:57,,,,,,bew,motorcycle,east,west
6:57,,,,,,awe,car,west,east
6:57,,,,,,awe,car,west,east
6:57,,,,,,bwe,motorcycle,west,east
6:57,,,,,,awe,car,west,east
6:57,,,,,,bsn,motorcycle,south,north
6:58,9,5,4,0,0,bse,motorcycle,south,east
6:58,,,,,,bwn,motorcycle,west,north
6:58,,,,,,bns,motorcycle,north,south
6:58,,,,,,bse,motorcycle,south,east
6:58,,,,,,awn,car,west,north
6:58,,,,,,awe,car,west,east
6:58,,,,,,asn,car,south,north
6:58,,,,,,aws,car,west,south
6:58,,,,,,awe,car,west,east
6:59,11,3,7,1,0,bes,motorcycle,east,south
6:59,,,,,,bse,motorcycle,south,east
6:59,,,,,,bwe,motorcycle,west,east
6:59,,,,,,bws,motorcycle,west,south
6:59,,,,,,bwe,motorcycle,west,east
6:59,,,,,,ans,car,north,south
6:59,,,,,,cse,bus,south,east
6:59,,,,,,ane,car,north,east
6:59,,,,,,bwn,motorcycle,west,north
6:59,,,,,,bsn,motorcycle,south,north
6:59,,,,,,asn,car,south,north
7:00,7,3,3,1,0,ans,car,north,south
7:00,,,,,,bsw,motorcycle,south,west
7:00,,,,,,bwn,motorcycle,west,north
7:00,,,,,,asw,car,south,west
7:00,,,,,,bwe,motorcycle,west,east
7:00,,,,,,cse,bus,south,east
7:00,,,,,,awe,car,west,east
7:01,11,6,5,0,0,bwe,motorcycle,west,east
7:01,,,,,,bwe,motorcycle,west,east
7:01,,,,,,aws,car,west,south
7:01,,,,,,ase,car,south,east
7:01,,,,,,awn,car,west,north
7:01,,,,,,bse,motorcycle,south,east
7:01,,,,,,bwe,motorcycle,west,east
7:01,,,,,,ane,car,north,east
7:01,,,,,,bns,motorcycle,north,south
7:01,,,,,,ase,car,south,east
7:01,,,,,,ase,car,south,east
7:02,10,6,4,0,0,asw,car,south,west
7:02,,,,,,asn,car,south,north
7:02,,,,,,bse,motorcycle,south,east
7:02,,,,,,bse,motorcycle,south,east
7:02,,,,,,bnw,motorcycle,north,west
7:02,,,,,,bnw,motorcycle,north,west
7:02,,,,,,asn,car,south,north
7:02,,,,,,asn,car,south,north
7:02,,,,,,ase,car,south,east
7:02,,,,,,ase,car,south,east
7:03,6,3,3,0,0,awn,car,west,north
7:03,,,,,,awe,car,west,east
7:03,,,,,,ane,car,north,east
7:03,,,,,,bwe,motorcycle,west,east
7:03,,,,,,bwe,motorcycle,west,east
7:03,,,,,,ben,motorcycle,east,north
7:04,9,3,4,2,0,bns,motorcycle,north,south
7:04,,,,,,ane,car,north,east
7:04,,,,,,cse,bus,south,east
7:04,,,,,,bnw,motorcycle,north,west
7:04,,,,,,bns,motorcycle,north,south
7:04,,,,,,bwe,motorcycle,west,east
7:04,,,,,,anw,car,north,west
7:04,,,,,,cwe,bus,west,east
7:04,,,,,,ans,car,north,south
7:05,5,2,2,1,0,aws,car,west,south
7:05,,,,,,awn,car,west,north
7:05,,,,,,cse,bus,south,east
7:05,,,,,,bwn,motorcycle,west,north
7:05,,,,,,bwe,motorcycle,west,east
7:06,11,5,6,0,0,aws,car,west,south
7:06,,,,,,bsn,motorcycle,south,north
7:06,,,,,,bwe,motorcycle,west,east
7:06,,,,,,bwe,motorcycle,west,east
7:06,,,,,,asn,car,south,north
7:06,,,,,,ans,car,north,south
7:06,,,,,,awe,car,west,east
7:06,,,,,,awe,car,west,east
7:06,,,,,,bws,motorcycle,west,south
7:06,,,,,,bwe,motorcycle,west,east
7:06,,,,,,bwe,motorcycle,west,east
7:07,7,3,2,2,0,cwe,bus,west,east
7:07,,,,,,bew,motorcycle,east,west
7:07,,,,,,ces,bus,east,south
7:07,,,,,,bnw,motorcycle,north,west
7:07,,,,,,asn,car,south,north
7:07,,,,,,ase,car,south,east
7:07,,,,,,asw,car,south,west
7:08,5,4,1,0,0,bsw,motorcycle,south,west
7:08,,,,,,asn,car,south,north
7:08,,,,,,asn,car,south,north
7:08,,,,,,awn,car,west,north
7:08,,,,,,awe,car,west,east
7:09,6,2,3,1,0,cwe,bus,west,east
7:09,,,,,,ans,car,north,south
7:09,,,,,,bwe,motorcycle,west,east
7:09,,,,,,awe,car,west,east
7:09,,,,,,bws,motorcycle,west,south
7:09,,,,,,bwe,motorcycle,west,east
7:10,6,4,2,0,0,awe,car,west,east
7:10,,,,,,bse,motorcycle,south,east
7:10,,,,,,bse,motorcycle,south,east
7:10,,,,,,asn,car,south,north
7:10,,,,,,awe,car,west,east
7:10,,,,,,awe,car,west,east
7:11,7,4,2,1,0,asw,car,south,west
7:11,,,,,,bwe,motorcycle,west,east
7:11,,,,,,awe,car,west,east
7:11,,,,,,awe,car,west,east
7:11,,,,,,cse,bus,south,east
7:11,,,,,,bes,motorcycle,east,south
7:11,,,,,,aew,car,east,west
7:12,3,1,2,0,0,bse,motorcycle,south,east
7:12,,,,,,bws,motorcycle,west,south
7:12,,,,,,anw,car,north,west
7:13,6,2,4,0,0,aen,car,east,north
7:13,,,,,,bew,motorcycle,east,west
7:13,,,,,,bnw,motorcycle,north,west
7:13,,,,,,bwn,motorcycle,west,north
7:13,,,,,,awe,car,west,east
7:13,,,,,,bns,motorcycle,north,south
7:14,12,11,1,0,0,ase,car,south,east
7:14,,,,,,awe,car,west,east
7:14,,,,,,bnw,motorcycle,north,west
7:14,,,,,,asn,car,south,north
7:14,,,,,,awe,car,west,east
7:14,,,,,,ans,car,north,south
7:14,,,,,,ase,car,south,east
7:14,,,,,,asn,car,south,north
7:14,,,,,,asn,car,south,north
7:14,,,,,,aws,car,west,south
7:14,,,,,,awe,car,west,east
7:14,,,,,,awe,car,west,east
7:15,7,1,3,3,0,bwe,motorcycle,west,east
7:15,,,,,,cse,bus,south,east
7:15,,,,,,cwe,bus,west,east
7:15,,,,,,bws,motorcycle,west,south
7:15,,,,,,ase,car,south,east
7:15,,,,,,bwe,motorcycle,west,east
7:15,,,,,,cwe,bus,west,east
7:16,4,0,3,1,0,bew,motorcycle,east,west
7:16,,,,,,cwe,bus,west,east
7:16,,,,,,bwe,motorcycle,west,east
7:16,,,,,,bwe,motorcycle,west,east
7:17,8,3,2,1,1,xen,truck,east,north
7:17,,,,,,bnw,motorcycle,north,west
7:17,,,,,,aws,car,west,south
7:17,,,,,,aws,car,west,south
7:17,,,,,,awe,car,west,east
7:17,,,,,,cse,bus,south,east
7:17,,,,,,bes,motorcycle,east,south
7:17,,,,,,new,UNKNOWN,east,west
7:18,11,8,2,0,1,bew,motorcycle,east,west
7:18,,,,,,ase,car,south,east
7:18,,,,,,xen,truck,east,north
7:18,,,,,,awe,car,west,east
7:18,,,,,,asw,car,south,west
7:18,,,,,,bsw,motorcycle,south,west
7:18,,,,,,aws,car,west,south
7:18,,,,,,awe,car,west,east
7:18,,,,,,aws,car,west,south
7:18,,,,,,awn,car,west,north
7:18,,,,,,awe,car,west,east
7:19,6,3,3,0,0,awe,car,west,east
7:19,,,,,,bnw,motorcycle,north,west
7:19,,,,,,bew,motorcycle,east,west
7:19,,,,,,asw,car,south,west
7:19,,,,,,awe,car,west,east
7:19,,,,,,bse,motorcycle,south,east
7:20,11,5,5,1,0,bwn,motorcycle,west,north
7:20,,,,,,anw,car,north,west
7:20,,,,,,cse,bus,south,east
7:20,,,,,,asw,car,south,west
7:20,,,,,,bnw,motorcycle,north,west
7:20,,,,,,bse,motorcycle,south,east
7:20,,,,,,awe,car,west,east
7:20,,,,,,awe,car,west,east
7:20,,,,,,bns,motorcycle,north,south
7:20,,,,,,bwe,motorcycle,west,east
7:20,,,,,,asn,car,south,north
7:21,4,3,1,0,0,bsw,motorcycle,south,west
7:21,,,,,,anw,car,north,west
7:21,,,,,,awe,car,west,east
7:21,,,,,,awe,car,west,east
7:22,8,6,2,0,0,asn,car,south,north
7:22,,,,,,ans,car,north,south
7:22,,,,,,anw,car,north,west
7:22,,,,,,asw,car,south,west
7:22,,,,,,ans,car,north,south
7:22,,,,,,bwe,motorcycle,west,east
7:22,,,,,,bnw,motorcycle,north,west
7:22,,,,,,ase,car,south,east
7:23,8,6,1,1,0,cse,bus,south,east
7:23,,,,,,asn,car,south,north
7:23,,,,,,bse,motorcycle,south,east
7:23,,,,,,ase,car,south,east
7:23,,,,,,ane,car,north,east
7:23,,,,,,awn,car,west,north
7:23,,,,,,awe,car,west,east
7:23,,,,,,asw,car,south,west
7:24,8,6,2,0,0,awe,car,west,east
7:24,,,,,,awn,car,west,north
7:24,,,,,,asn,car,south,north
7:24,,,,,,bsn,motorcycle,south,north
7:24,,,,,,ans,car,north,south
7:24,,,,,,asw,car,south,west
7:24,,,,,,asn,car,south,north
7:24,,,,,,bwe,motorcycle,west,east
7:25,11,8,2,1,0,asw,car,south,west
7:25,,,,,,asw,car,south,west
7:25,,,,,,awe,car,west,east
7:25,,,,,,bws,motorcycle,west,south
7:25,,,,,,ans,car,north,south
7:25,,,,,,ase,car,south,east
7:25,,,,,,awn,car,west,north
7:25,,,,,,bsw,motorcycle,south,west
7:25,,,,,,cse,bus,south,east
7:25,,,,,,anw,car,north,west
7:25,,,,,,ans,car,north,south
7:26,10,2,6,2,0,bwn,motorcycle,west,north
7:26,,,,,,bew,motorcycle,east,west
7:26,,,,,,bew,motorcycle,east,west
7:26,,,,,,cwe,bus,west,east
7:26,,,,,,awe,car,west,east
7:26,,,,,,cwe,bus,west,east
7:26,,,,,,asw,car,south,west
7:26,,,,,,bsn,motorcycle,south,north
7:26,,,,,,bwe,motorcycle,west,east
7:26,,,,,,bew,motorcycle,east,west
7:27,7,4,3,0,0,asn,car,south,north
7:27,,,,,,ase,car,south,east
7:27,,,,,,bsn,motorcycle,south,north
7:27,,,,,,awe,car,west,east
7:27,,,,,,awe,car,west,east
7:27,,,,,,bwe,motorcycle,west,east
7:27,,,,,,bwn,motorcycle,west,north
7:28,8,3,4,1,0,bsn,motorcycle,south,north
7:28,,,,,,bne,motorcycle,north,east
7:28,,,,,,bse,motorcycle,south,east
7:28,,,,,,csn,bus,south,north
7:28,,,,,,awe,car,west,east
7:28,,,,,,awe,car,west,east
7:28,,,,,,bwe,motorcycle,west,east
7:28,,,,,,awn,car,west,north
7:29,10,2,4,2,2,bns,motorcycle,north,south
7:29,,,,,,cwe,bus,west,east
7:29,,,,,,ans,car,north,south
7:29,,,,,,bns,motorcycle,north,south
7:29,,,,,,ben,motorcycle,east,north
7:29,,,,,,bsn,motorcycle,south,north
7:29,,,,,,xws,truck,west,south
7:29,,,,,,xee,truck,east,east
7:29,,,,,,awe,car,west,east
7:29,,,,,,cse,bus,south,east
7:30,10,3,5,1,0,bsn,motorcycle,south,north
7:30,,,,,,bwe,motorcycle,west,east
7:30,,,,,,bwe,motorcycle,west,east
7:30,,,,,,bse,motorcycle,south,east
7:30,,,,,,bwe,motorcycle,west,east
7:30,,,,,,awn,car,west,north
7:30,,,,,,awe,car,west,east
7:30,,,,,,cse,bus,south,east
7:30,,,,,,aws,car,west,south
7:30,,,,,,vns,UNKNOWN,north,south
7:31,9,5,4,0,0,asn,car,south,north
7:31,,,,,,awe,car,west,east
7:31,,,,,,ans,car,north,south
7:31,,,,,,bwe,motorcycle,west,east
7:31,,,,,,bew,motorcycle,east,west
7:31,,,,,,bew,motorcycle,east,west
7:31,,,,,,ans,car,north,south
7:31,,,,,,ans,car,north,south
7:31,,,,,,ben,motorcycle,east,north
7:32,6,5,1,0,0,aew,car,east,west
7:32,,,,,,ane,car,north,east
7:32,,,,,,ase,car,south,east
7:32,,,,,,bew,motorcycle,east,west
7:32,,,,,,awe,car,west,east
7:32,,,,,,aws,car,west,south
7:33,4,2,1,1,0,ans,car,north,south
7:33,,,,,,awe,car,west,east
7:33,,,,,,bnw,motorcycle,north,west
7:33,,,,,,cwe,bus,west,east
7:34,11,9,1,1,0,cse,bus,south,east
7:34,,,,,,aws,car,west,south
7:34,,,,,,asn,car,south,north
7:34,,,,,,awn,car,west,north
7:34,,,,,,asw,car,south,west
7:34,,,,,,asn,car,south,north
7:34,,,,,,bns,motorcycle,north,south
7:34,,,,,,asw,car,south,west
7:34,,,,,,aes,car,east,south
7:34,,,,,,ane,car,north,east
7:34,,,,,,awn,car,west,north
7:35,11,5,4,2,0,aws,car,west,south
7:35,,,,,,bsn,motorcycle,south,north
7:35,,,,,,cse,bus,south,east
7:35,,,,,,asw,car,south,west
7:35,,,,,,ase,car,south,east
7:35,,,,,,cse,bus,south,east
7:35,,,,,,awe,car,west,east
7:35,,,,,,bwe,motorcycle,west,east
7:35,,,,,,bwn,motorcycle,west,north
7:35,,,,,,bse,motorcycle,south,east
7:35,,,,,,asn,car,south,north
7:36,6,4,2,0,0,bsw,motorcycle,south,west
7:36,,,,,,aws,car,west,south
7:36,,,,,,aes,car,east,south
7:36,,,,,,bse,motorcycle,south,east
7:36,,,,,,ase,car,south,east
7:36,,,,,,asn,car,south,north
7:37,10,6,2,2,0,asn,car,south,north
7:37,,,,,,cwe,bus,west,east
7:37,,,,,,awe,car,west,east
7:37,,,,,,bws,motorcycle,west,south
7:37,,,,,,bnw,motorcycle,north,west
7:37,,,,,,ase,car,south,east
7:37,,,,,,asn,car,south,north
7:37,,,,,,awe,car,west,east
7:37,,,,,,aws,car,west,south
7:37,,,,,,cwe,bus,west,east
7:38,11,8,2,1,0,bsw,motorcycle,south,west
7:38,,,,,,aws,car,west,south
7:38,,,,,,awe,car,west,east
7:38,,,,,,asn,car,south,north
7:38,,,,,,ase,car,south,east
7:38,,,,,,bwe,motorcycle,west,east
7:38,,,,,,cse,bus,south,east
7:38,,,,,,anw,car,north,west
7:38,,,,,,awe,car,west,east
7:38,,,,,,ans,car,north,south
7:38,,,,,,anw,car,north,west
7:39,9,4,4,1,0,awe,car,west,east
7:39,,,,,,aws,car,west,south
7:39,,,,,,bwe,motorcycle,west,east
7:39,,,,,,aen,car,east,north
7:39,,,,,,aen,car,east,north
7:39,,,,,,bws,motorcycle,west,south
7:39,,,,,,cse,bus,south,east
7:39,,,,,,ben,motorcycle,east,north
7:39,,,,,,bse,motorcycle,south,east
7:40,15,10,5,0,0,asn,car,south,north
7:40,,,,,,bsn,motorcycle,south,north
7:40,,,,,,asn,car,south,north
7:40,,,,,,asn,car,south,north
7:40,,,,,,anw,car,north,west
7:40,,,,,,aws,car,west,south
7:40,,,,,,awe,car,west,east
7:40,,,,,,asn,car,south,north
7:40,,,,,,ase,car,south,east
7:40,,,,,,bse,motorcycle,south,east
7:40,,,,,,asn,car,south,north
7:40,,,,,,asn,car,south,north
7:40,,,,,,bwn,motorcycle,west,north
7:40,,,,,,bns,motorcycle,north,south
7:40,,,,,,bnw,motorcycle,north,west
7:41,9,3,6,0,0,asw,car,south,west
7:41,,,,,,bnw,motorcycle,north,west
7:41,,,,,,bne,motorcycle,north,east
7:41,,,,,,bnw,motorcycle,north,west
7:41,,,,,,bse,motorcycle,south,east
7:41,,,,,,awe,car,west,east
7:41,,,,,,bwe,motorcycle,west,east
7:41,,,,,,bsn,motorcycle,south,north
7:41,,,,,,anw,car,north,west
7:42,9,6,3,0,0,asw,car,south,west
7:42,,,,,,bsw,motorcycle,south,west
7:42,,,,,,awe,car,west,east
7:42,,,,,,ase,car,south,east
7:42,,,,,,aws,car,west,south
7:42,,,,,,awe,car,west,east
7:42,,,,,,bwn,motorcycle,west,north
7:42,,,,,,bwn,motorcycle,west,north
7:42,,,,,,asw,car,south,west
7:43,12,9,2,1,0,asw,car,south,west
7:43,,,,,,aws,car,west,south
7:43,,,,,,cse,bus,south,east
7:43,,,,,,awn,car,west,north
7:43,,,,,,bse,motorcycle,south,east
7:43,,,,,,asn,car,south,north
7:43,,,,,,ase,car,south,east
7:43,,,,,,awe,car,west,east
7:43,,,,,,bsn,motorcycle,south,north
7:43,,,,,,ans,car,north,south
7:43,,,,,,ans,car,north,south
7:43,,,,,,asn,car,south,north
7:44,5,5,0,0,0,asn,car,south,north
7:44,,,,,,awe,car,west,east
7:44,,,,,,asw,car,south,west
7:44,,,,,,awe,car,west,east
7:44,,,,,,aws,car,west,south
7:45,14,5,6,3,0,cwe,bus,west,east
7:45,,,,,,bws,motorcycle,west,south
7:45,,,,,,bse,motorcycle,south,east
7:45,,,,,,ben,motorcycle,east,north
7:45,,,,,,aws,car,west,south
7:45,,,,,,bwn,motorcycle,west,north
7:45,,,,,,bse,motorcycle,south,east
7:45,,,,,,ans,car,north,south
7:45,,,,,,cwe,bus,west,east
7:45,,,,,,ane,car,north,east
7:45,,,,,,aws,car,west,south
7:45,,,,,,bsn,motorcycle,south,north
7:45,,,,,,awn,car,west,north
7:45,,,,,,cse,bus,south,east
7:46,12,8,4,0,0,asn,car,south,north
7:46,,,,,,bsn,motorcycle,south,north
7:46,,,,,,awn,car,west,north
7:46,,,,,,awe,car,west,east
7:46,,,,,,awe,car,west,east
7:46,,,,,,asn,car,south,north
7:46,,,,,,bse,motorcycle,south,east
7:46,,,,,,anw,car,north,west
7:46,,,,,,bse,motorcycle,south,east
7:46,,,,,,bse,motorcycle,south,east
7:46,,,,,,asn,car,south,north
7:46,,,,,,asw,car,south,west
7:47,9,5,4,0,0,ane,car,north,east
7:47,,,,,,awe,car,west,east
7:47,,,,,,bse,motorcycle,south,east
7:47,,,,,,aws,car,west,south
7:47,,,,,,awe,car,west,east
7:47,,,,,,bns,motorcycle,north,south
7:47,,,,,,ase,car,south,east
7:47,,,,,,bsw,motorcycle,south,west
7:47,,,,,,bsw,motorcycle,south,west
7:48,11,4,6,1,0,bwe,motorcycle,west,east
7:48,,,,,,bwe,motorcycle,west,east
7:48,,,,,,bew,motorcycle,east,west
7:48,,,,,,cse,bus,south,east
7:48,,,,,,aws,car,west,south
7:48,,,,,,bsn,motorcycle,south,north
7:48,,,,,,anw,car,north,west
7:48,,,,,,bwe,motorcycle,west,east
7:48,,,,,,bwe,motorcycle,west,east
7:48,,,,,,asw,car,south,west
7:48,,,,,,asn,car,south,north
7:49,13,8,4,1,0,bnw,motorcycle,north,west
7:49,,,,,,awe,car,west,east
7:49,,,,,,awn,car,west,north
7:49,,,,,,bns,motorcycle,north,south
7:49,,,,,,bnw,motorcycle,north,west
7:49,,,,,,bwn,motorcycle,west,north
7:49,,,,,,aws,car,west,south
7:49,,,,,,aws,car,west,south
7:49,,,,,,awe,car,west,east
7:49,,,,,,ans,car,north,south
7:49,,,,,,awe,car,west,east
7:49,,,,,,cnw,bus,north,west
7:49,,,,,,ans,car,north,south
7:50,10,8,1,0,1,asw,car,south,west
7:50,,,,,,asn,car,south,north
7:50,,,,,,bwe,motorcycle,west,east
7:50,,,,,,asn,car,south,north
7:50,,,,,,awe,car,west,east
7:50,,,,,,xwe,truck,west,east
7:50,,,,,,asn,car,south,north
7:50,,,,,,asn,car,south,north
7:50,,,,,,asn,car,south,north
7:50,,,,,,asw,car,south,west
7:51,10,5,3,2,0,aws,car,west,south
7:51,,,,,,cse,bus,south,east
7:51,,,,,,aws,car,west,south
7:51,,,,,,bwe,motorcycle,west,east
7:51,,,,,,ase,car,south,east
7:51,,,,,,bew,motorcycle,east,west
7:51,,,,,,bns,motorcycle,north,south
7:51,,,,,,awn,car,west,north
7:51,,,,,,awe,car,west,east
7:51,,,,,,cwe,bus,west,east
7:52,8,6,1,0,1,bew,motorcycle,east,west
7:52,,,,,,xen,truck,east,north
7:52,,,,,,ase,car,south,east
7:52,,,,,,awe,car,west,east
7:52,,,,,,asn,car,south,north
7:52,,,,,,ans,car,north,south
7:52,,,,,,anw,car,north,west
7:52,,,,,,ase,car,south,east
7:53,9,6,3,0,0,asn,car,south,north
7:53,,,,,,awn,car,west,north
7:53,,,,,,asw,car,south,west
7:53,,,,,,aws,car,west,south
7:53,,,,,,bwe,motorcycle,west,east
7:53,,,,,,aew,car,east,west
7:53,,,,,,awe,car,west,east
7:53,,,,,,bwn,motorcycle,west,north
7:53,,,,,,bwe,motorcycle,west,east
7:54,12,5,7,0,0,bwe,motorcycle,west,east
7:54,,,,,,bwe,motorcycle,west,east
7:54,,,,,,ben,motorcycle,east,north
7:54,,,,,,bew,motorcycle,east,west
7:54,,,,,,anw,car,north,west
7:54,,,,,,bsn,motorcycle,south,north
7:54,,,,,,bse,motorcycle,south,east
7:54,,,,,,aws,car,west,south
7:54,,,,,,bsn,motorcycle,south,north
7:54,,,,,,asw,car,south,west
